tenure_label,tenure_id,house,state_id,state_name,constituency_id,constituency_name,mp_id,mp_name,allocated_cr,recommended_cr,sanctioned_cr,completed_cr,expenditure_cr,calamity_cr,n_recommended,n_sanctioned,n_completed
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,11,TIRUPATI(SC),3018946,Maddila Gurumoorthy,18.04,9.5122,9.5122,3.3856,5.21,0.0,232,232,70
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,12,ANANTAPUR,3042279,AMBICA G LAKSHMINARAYANA VALMIKI,14.7,11.528,9.388,1.893,4.46,0.0,139,114,25
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,13,SRIKAKULAM,3018939,Kinjarapu Ram Mohan Naidu,17.12,12.0724,12.0724,2.7773,3.94,0.0,180,180,51
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,14,ONGOLE,3018340,Magunta Sreenivasulu Reddy,14.7,2.2385,2.1885,0.0,0.7627,0.0,19,18,0
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,15,ELURU,3042283,Putta Mahesh Kumar,14.7,9.775,8.647,0.1881,3.38,0.0,107,92,2
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,16,NARASAPURAM,3042288,Bhupathiraju Srinivasa varma,14.7,1.2,1.2,0.0,0.0,0.0,1,1,0
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,17,RAJAHMUNDRY,3043486,Daggubati Purandeshwari,14.7,9.15,8.65,0.0,0.7411,0.0,29,27,0
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,18,GUNTUR,3042284,Dr Chandra Sekhar Pemmasani,14.7,9.5102,7.9602,1.1591,1.8,0.0,96,83,9
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,19,NARASARAOPET,3042289,Lavu Srikrisha Devarayalu,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,19,NARASARAOPET,3018945,Lavu Sri Krishna Devarayalu,17.4,1.4738,1.4738,0.16,0.2403,0.0,43,43,1
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,20,VISAKHAPATNAM,3042293,Sribharat MathuKumli,14.7,7.3715,6.8615,0.0,0.1975,0.0,36,33,0
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,21,KADAPA,3018943,Y S Avinash Reddy,15.64,11.8858,6.841,1.8231,3.13,0.0,292,161,29
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,22,MACHILIPATNAM,3018342,Balashowry Vallabbhaneni,14.7,3.5126,3.1384,0.276,0.7765,0.0,49,41,7
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,23,KURNOOL,3042287,BASTIPATI NAGARAJU PANCHALINGALA,16.0,6.2034,4.8534,4.3534,4.4,0.0,158,153,143
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,24,VIZIANAGARAM,3042294,Appalanaidu Kalisetti,14.7,4.8908,4.8778,1.0172,1.59,0.0,91,90,26
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,25,CHITTOOR,3042282,DAGGUMALLA PRASADA RAO,14.7,9.6986,9.6336,0.2996,7.05,0.0,144,142,7
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,26,RAJAMPET,3018941,Midhun Reddy,17.9,12.681,11.8465,0.9459,4.12,0.0,384,357,37
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,27,KAKINADA,3042286,TANGELLA UDAY SRINIVAS,14.7,3.915,2.665,0.525,1.54,0.0,19,17,3
18th Lok Sabha,7,Lok Sabha,3,Arunachal Pradesh,28,ARUNACHAL WEST,3018950,Kiren Rijiju,14.7,9.428,8.758,2.803,8.71,0.0,131,126,44
18th Lok Sabha,7,Lok Sabha,3,Arunachal Pradesh,29,ARUNACHAL EAST,3017378,Shri Tapir Gao,14.7,9.7593,9.7593,4.1893,9.75,0.0,111,111,46
18th Lok Sabha,7,Lok Sabha,5,Assam,30,BARPETA,3042295,PHANI BHUSAN CHOUDHURY,14.7,9.2728,5.3558,0.1,3.25,0.0,89,52,1
18th Lok Sabha,7,Lok Sabha,5,Assam,31,Darrang-Udalguri,3018955,Dilip Saikia,14.7,7.365,4.13,0.0,1.86,0.0,230,129,0
18th Lok Sabha,7,Lok Sabha,5,Assam,32,LAKHIMPUR,3018347,Pradan Baruah,14.7,7.505,6.175,0.0,4.81,0.0,142,105,0
18th Lok Sabha,7,Lok Sabha,5,Assam,33,DIBRUGARH,3042297,Shri Sarbananda Sonowal (18LS),14.7,9.6043,3.2543,0.2843,1.49,0.0,88,36,3
18th Lok Sabha,7,Lok Sabha,5,Assam,34,JORHAT,3042300,GAURAV GOGOI,14.7,9.7997,7.1597,0.4947,3.14,0.0,452,326,18
18th Lok Sabha,7,Lok Sabha,5,Assam,35,Diphu (ST),3042298,AMARSING TISSO,14.7,9.7284,7.1484,0.2784,6.05,0.0,93,78,4
18th Lok Sabha,7,Lok Sabha,5,Assam,36,KARIMGANJ (SC),3018957,Kripanath Mallah,14.7,9.786,6.011,0.0,5.4,0.0,58,34,0
18th Lok Sabha,7,Lok Sabha,5,Assam,37,DHUBRI,3042296,RAKIBUL HUSSAIN,14.7,7.4746,5.7496,0.9796,4.15,0.0,148,115,22
18th Lok Sabha,7,Lok Sabha,5,Assam,38,NOWGONG,3018958,Pradyut Bordoloi,9.8,9.7994,7.6096,0.0676,5.84,0.0,216,157,2
18th Lok Sabha,7,Lok Sabha,5,Assam,39,SILCHAR,3042304,PARIMAL SUKLABAIDYA,14.83,4.98,1.33,0.0,0.4425,0.0,84,22,0
18th Lok Sabha,7,Lok Sabha,5,Assam,40,Kaziranga,3042301,KAMAKHYA PRASAD TASA,14.7,8.6819,5.5469,0.0,0.2522,0.0,87,57,0
18th Lok Sabha,7,Lok Sabha,5,Assam,41,KOKRAJHAR (ST),3042302,JOYANTA BASUMATARY,14.7,9.394,7.214,1.971,5.08,0.0,84,65,19
18th Lok Sabha,7,Lok Sabha,5,Assam,42,Sonitpur,3042305,RANJIT DUTTA,14.7,10.4023,9.0411,1.0723,5.36,0.0,125,108,12
18th Lok Sabha,7,Lok Sabha,5,Assam,43,GUWAHATI,3042299,BIJULI KALITA MEDHI,14.7,9.8,7.89,0.665,6.44,0.0,118,84,5
18th Lok Sabha,7,Lok Sabha,6,Bihar,44,ARARIA,3018355,Pradeep Kumar Singh,14.7,9.5995,9.5995,9.4498,9.45,0.0,40,40,39
18th Lok Sabha,7,Lok Sabha,6,Bihar,45,KATIHAR,3042313,TARIQ ANWAR,14.7,8.3785,8.1845,4.6925,5.85,0.0,86,84,48
18th Lok Sabha,7,Lok Sabha,6,Bihar,46,MUZAFFARPUR,3042315,RAJ BHUSHAN CHOUDHARY,14.7,9.7403,9.6978,8.6773,9.47,0.0,88,86,77
18th Lok Sabha,7,Lok Sabha,6,Bihar,47,VAISHALI,3017382,Smt Veena Devi,14.7,9.6763,9.537,9.3984,9.4,0.0,32,31,30
18th Lok Sabha,7,Lok Sabha,6,Bihar,48,PATALIPUTRA,3042316,MISHA BHARTI,14.7,0.0,0.0,0.0,0.0,0.0,0,0,0
18th Lok Sabha,7,Lok Sabha,6,Bihar,49,PATNA SAHIB,3018979,Ravi Shankar Prasad,14.7,5.7125,5.7125,5.0232,5.15,0.0,66,66,58
18th Lok Sabha,7,Lok Sabha,6,Bihar,50,KARAKAT,3042312,RAJA RAM SINGH,14.7,9.7655,9.0208,4.637,5.85,0.0,235,213,110
18th Lok Sabha,7,Lok Sabha,6,Bihar,51,SIWAN,3042321,VIJAYLAKSHMI DEVI,14.7,13.6413,9.1538,9.0544,9.14,0.0,142,96,95
18th Lok Sabha,7,Lok Sabha,6,Bihar,52,ARRAH,3042306,SUDAMA PRASAD,14.7,8.8471,6.8139,4.2233,4.83,0.0,117,94,63
18th Lok Sabha,7,Lok Sabha,6,Bihar,53,KISHANGANJ,3017384,Dr Mohammad Jawed,14.87,11.8386,11.3686,7.4985,8.39,0.0,183,176,116
18th Lok Sabha,7,Lok Sabha,6,Bihar,54,JAMUI(SC),3042311,ARUN BHARTI,19.49,12.4231,12.3131,10.9353,11.7,0.0,275,267,196
18th Lok Sabha,7,Lok Sabha,6,Bihar,55,PURVI CHAMPARAN,3018969,Radha Mohan Singh,14.7,10.4012,8.1279,5.7019,6.01,0.0,103,81,57
18th Lok Sabha,7,Lok Sabha,6,Bihar,56,SHEOHAR,3044146,LOVELY ANAND,14.7,6.6021,4.1173,2.2473,2.25,0.0,73,39,21
18th Lok Sabha,7,Lok Sabha,6,Bihar,57,PURNEA,3042317,RAJESH RANJAN ALIAS PAPPU YADAV,14.7,9.3829,9.1541,4.7775,4.78,0.0,101,99,46
18th Lok Sabha,7,Lok Sabha,6,Bihar,58,SASARAM(SC),3042319,MANOJ KUMAR,14.7,11.8888,8.7653,6.5388,7.62,0.0,129,107,79
18th Lok Sabha,7,Lok Sabha,6,Bihar,59,HAJIPUR(SC),3042310,CHIRAG PASWAN,14.7,8.6975,7.5975,3.9875,3.99,0.0,90,79,42
18th Lok Sabha,7,Lok Sabha,6,Bihar,60,BHAGALPUR,3018351,Ajay Kumar Mandal,14.7,8.2749,8.1254,3.5874,4.19,0.0,74,73,35
18th Lok Sabha,7,Lok Sabha,6,Bihar,61,JAHANABAD,3043221,SURENDRA PRASAD YADAV,14.7,9.7847,7.9197,3.0282,4.16,0.0,284,241,118
18th Lok Sabha,7,Lok Sabha,6,Bihar,62,JHANJHARPUR,3018360,Ramprit Mandal,14.7,14.6597,9.3902,9.1202,9.27,0.0,170,92,87
18th Lok Sabha,7,Lok Sabha,6,Bihar,63,MADHUBANI,3018353,Ashok Kumar Yadav,14.7,9.2634,4.7644,4.5169,4.71,0.0,171,82,77
18th Lok Sabha,7,Lok Sabha,6,Bihar,64,NALANDA,3018354,Kaushalendra Kumar,14.7,5.7714,4.9464,3.4334,3.58,0.0,130,107,65
18th Lok Sabha,7,Lok Sabha,6,Bihar,65,MADHEPURA,3018975,Dinesh Chandra Yadav,15.01,10.0788,9.4288,8.7211,9.0,0.0,122,114,105
18th Lok Sabha,7,Lok Sabha,6,Bihar,66,MUNGER,3018357,Rajiv Ranjan (Lalan) Singh,14.7,0.1,0.0,0.0,0.0,0.0,1,0,0
18th Lok Sabha,7,Lok Sabha,6,Bihar,67,UJJARPUR,3042322,NITYANAND RAI,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18th Lok Sabha,7,Lok Sabha,6,Bihar,67,UJJARPUR,3021513,Nityanand Rai,14.7,5.1938,3.0413,0.9022,0.9022,0.0,90,61,28
18th Lok Sabha,7,Lok Sabha,6,Bihar,68,SAMASTIPUR(SC),3042318,SHAMBHAVI,14.7,8.9718,4.4818,0.1196,0.5188,0.0,133,59,1
18th Lok Sabha,7,Lok Sabha,6,Bihar,69,BANKA,3018966,Giridhari Yadav,14.7,10.1948,9.7748,9.0001,9.35,0.0,90,88,80
18th Lok Sabha,7,Lok Sabha,6,Bihar,70,AURANGABAD_BR,3042307,ABHAY KUMAR SINHA,14.7,11.7778,8.7737,5.4909,5.9,0.0,232,171,123
18th Lok Sabha,7,Lok Sabha,6,Bihar,71,KHAGARIA,3042314,RAJESH VERMA,14.7,8.1855,8.1855,7.2872,7.32,0.0,76,76,67
18th Lok Sabha,7,Lok Sabha,6,Bihar,72,SITAMARHI,3042320,DEVESH CHANDRA THAKUR,14.7,7.4894,4.5396,2.6488,3.59,0.0,202,130,96
18th Lok Sabha,7,Lok Sabha,6,Bihar,73,SUPAUL,3018359,Dileshwar Kamait,15.05,11.0216,9.5949,6.0629,6.35,0.0,92,82,46
18th Lok Sabha,7,Lok Sabha,6,Bihar,74,DARBHANGA,3018961,Mr Gopal Jee Thakur,14.7,4.3418,3.3718,2.4937,2.87,0.0,88,68,52
18th Lok Sabha,7,Lok Sabha,6,Bihar,75,SARAN,3018356,Rajiv Pratap Rudy,14.7,0.925,0.2775,0.0,0.0,0.0,10,3,0
18th Lok Sabha,7,Lok Sabha,6,Bihar,76,MAHARAJGANJ_BR,3017381,Shri Janardan Singh Sigriwal,14.7,7.3796,6.4126,1.8656,2.33,0.0,65,56,15
18th Lok Sabha,7,Lok Sabha,6,Bihar,77,BEGUSARAI,3018967,Giriraj Singh,14.7,4.3287,4.3287,2.0504,3.14,0.0,33,33,16
18th Lok Sabha,7,Lok Sabha,6,Bihar,78,VALMIKI NAGAR,3018972,Sunil Kumar,14.7,9.7829,7.9874,5.3121,6.0,0.0,120,99,68
18th Lok Sabha,7,Lok Sabha,6,Bihar,79,PASCHIM CHAMPARAN,3018960,Sanjay Jaiswal,14.7,0.0,0.0,0.0,0.0,0.0,0,0,0
18th Lok Sabha,7,Lok Sabha,6,Bihar,80,BUXAR,3042308,SUDHAKAR SINGH,16.99,16.2942,11.5972,9.7185,10.56,0.0,179,120,98
18th Lok Sabha,7,Lok Sabha,6,Bihar,81,NAWADA,3044145,VIVEK THAKUR,14.7,0.5907,0.3249,0.0,0.1878,0.0,5,3,0
18th Lok Sabha,7,Lok Sabha,6,Bihar,82,GAYA (SC),3042309,JITAN RAM MANJHI,14.7,9.6804,7.7764,3.0231,3.46,0.0,260,231,113
18th Lok Sabha,7,Lok Sabha,6,Bihar,83,GOPALGANJ (SC),3018350,Alok Kumar Suman,14.7,7.8454,6.0685,1.8503,4.37,0.0,85,67,18
18th Lok Sabha,7,Lok Sabha,7,Chandigarh,84,CHANDIGARH,3042323,MANISH TEWARI,17.84,6.5948,4.6473,1.2172,1.81,0.0,94,62,27
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,85,RAIGARH(ST),3043391,RADHE SHYAM RATHIYA,14.7,9.7986,9.7486,4.7755,7.28,0.0,138,136,54
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,86,DURG,3018986,Vijay Baghel,14.7,8.9302,7.1065,1.865,4.47,0.0,172,145,60
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,87,KORBA,3018366,Jyotsna Charandas Mahant,15.52,10.5841,9.7491,3.2106,6.72,0.0,288,278,93
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,88,KANKER(ST),3042327,BHOJRAJ NAG,16.47,5.15,4.5001,1.4553,3.08,0.0,72,63,23
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,89,JANJGIR CHAMPA(SC),3042326,KAMLESH JANGDE,15.04,11.4662,9.8312,7.6172,8.53,0.0,344,278,159
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,90,MAHASAMUND,3042328,ROOP KUMARI CHOUDHARY,15.3,10.1061,9.3861,3.5853,6.69,0.0,154,145,64
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,91,BILASPUR,3042325,TOKHAN SAHU,14.7,9.4445,9.1445,1.8468,4.34,0.0,127,124,30
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,92,BASTAR(ST),3042324,MAHESH KASHYAP,14.7,9.6474,9.4774,1.2626,5.4,0.0,172,168,31
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,93,RAIPUR,3043392,BRIJMOHAN AGRAWAL,15.38,9.8,9.475,2.0276,6.4,0.0,131,128,27
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,94,RAJNANDGAON,3018365,Santosh Pandey,14.7,8.1006,7.5856,2.7813,4.58,0.0,172,160,52
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,95,SARGUJA(ST),3043715,CHINTAMANI MAHARAJ,14.7,9.706,8.0647,1.2991,5.4,0.0,327,244,43
18th Lok Sabha,7,Lok Sabha,11,Delhi,98,NORTH WEST DELHI(SC),3045894,Yogendra Chandoliya,14.79,4.6147,3.9506,0.0929,0.3176,0.0,55,51,4
18th Lok Sabha,7,Lok Sabha,11,Delhi,99,CHANDINI CHOWK,3045891,Praveen Khandelwal,14.75,5.1457,4.4806,0.3263,1.98,0.0,59,52,7
18th Lok Sabha,7,Lok Sabha,11,Delhi,100,EAST DELHI,3045892,Harsh Malhotra,14.71,7.634,7.0254,0.4259,2.13,0.0,109,104,5
18th Lok Sabha,7,Lok Sabha,11,Delhi,101,NORTH EAST DELHI,3020007,Manoj Tiwari,22.58,5.5245,4.0211,0.2087,2.63,0.0,16,12,2
18th Lok Sabha,7,Lok Sabha,11,Delhi,102,WEST DELHI,3045896,Kamaljeet Sehrawat,14.7,7.6287,4.5888,0.0,0.924,0.0,51,46,0
18th Lok Sabha,7,Lok Sabha,11,Delhi,103,NEW DELHI,3045893,Bansuri Swaraj,15.43,8.6824,4.7287,0.2454,1.92,0.0,110,71,4
18th Lok Sabha,7,Lok Sabha,11,Delhi,104,SOUTH DELHI,3045895,Ramvir Singh Bidhuri,14.76,9.4245,9.4245,0.1522,1.87,0.0,100,100,2
18th Lok Sabha,7,Lok Sabha,12,Goa,105,SOUTH GOA,3042329,CAPTAIN VIRIATO FERNANDES,14.7,9.6548,4.612,1.034,3.9,0.0,100,48,16
18th Lok Sabha,7,Lok Sabha,12,Goa,106,NORTH GOA,3018989,Shripad Yesso Naik,14.7,10.2061,1.6703,0.0,1.54,0.0,96,26,0
18th Lok Sabha,7,Lok Sabha,27,Gujarat,107,BANASKANTHA,3043220,GENIBEN NAGAJI THAKOR,14.7,6.3527,4.4817,1.0347,1.96,0.0,137,103,27
18th Lok Sabha,7,Lok Sabha,27,Gujarat,108,VADODARA,3042336,DR. HEMANG JOSHI,14.7,9.6614,9.6614,3.7605,4.35,0.0,158,158,51
18th Lok Sabha,7,Lok Sabha,27,Gujarat,109,PORBANDAR,3043487,DR. MANSUKH MANDAVIYA,14.7,8.8958,7.9208,1.6531,2.19,0.0,169,158,54
18th Lok Sabha,7,Lok Sabha,27,Gujarat,110,MAHESANA,3042332,HARIBHAI PATEL,14.7,9.7988,7.8291,2.6606,3.32,0.0,497,386,142
18th Lok Sabha,7,Lok Sabha,27,Gujarat,111,VALSAD(ST),3042337,DHAVAL LAXMANBHAI PATEL,14.7,8.3533,7.4954,2.8556,3.57,0.0,213,204,54
18th Lok Sabha,7,Lok Sabha,27,Gujarat,112,AMRELI,3043225,BHARATBHAI MANUBHAI SUTARIYA,14.7,9.9628,9.3528,4.1342,5.09,0.0,275,262,126
18th Lok Sabha,7,Lok Sabha,27,Gujarat,113,BARDOLI(ST),3018999,Prabhubhai Nagarbhai Vasava,14.7,9.4329,7.7801,1.9824,2.19,0.0,293,234,61
18th Lok Sabha,7,Lok Sabha,27,Gujarat,114,SURAT,3042335,MUKESHKUMAR CHANDRAKAANT DALAL,14.7,7.805,3.2717,2.2023,2.44,0.0,171,142,88
18th Lok Sabha,7,Lok Sabha,27,Gujarat,115,ANAND,3018996,Mitesh Rameshbhai Bakabhai Patel,14.7,9.462,8.5541,2.6758,3.28,0.0,443,409,134
18th Lok Sabha,7,Lok Sabha,27,Gujarat,116,DAHOD(ST),3018994,Jaswantsinh Sumanbhai Bhabhor,14.7,9.798,8.1655,0.7932,1.61,0.0,297,249,25
18th Lok Sabha,7,Lok Sabha,27,Gujarat,117,PATAN,3018991,Bharatsinhji Shankarji Dabhi,14.7,9.9999,7.0509,4.1469,5.58,0.0,273,196,115
18th Lok Sabha,7,Lok Sabha,27,Gujarat,118,SURENDRANAGAR,3043227,CHANDUBHAI CHHAGANBHAI SHIHORA,14.7,9.305,8.215,2.3938,4.5,0.0,209,194,65
18th Lok Sabha,7,Lok Sabha,27,Gujarat,119,BHAVNAGAR,3043226,NIMUBEN JAYANTIBHAI BAMBHANIYA,14.7,5.9458,5.5368,1.7193,2.23,0.0,49,43,24
18th Lok Sabha,7,Lok Sabha,27,Gujarat,120,JAMNAGAR,3019005,Smt Poonamben Hematbhai Maadam,14.7,6.0015,4.7015,0.6976,1.54,0.0,126,103,16
18th Lok Sabha,7,Lok Sabha,27,Gujarat,121,NAVSARI,3018992,C R Patil,15.85,10.9414,10.8831,5.1647,5.36,0.0,369,368,237
18th Lok Sabha,7,Lok Sabha,27,Gujarat,122,JUNAGADH,3017388,Rajeshbhai Naranbhai Chudasama,14.7,8.6373,8.1725,2.3239,4.63,0.0,258,247,70
18th Lok Sabha,7,Lok Sabha,27,Gujarat,123,KHEDA,3017181,Devusinh Jesingbhai Chauhan,14.7,9.6546,8.1994,3.3189,4.16,0.0,428,373,182
18th Lok Sabha,7,Lok Sabha,27,Gujarat,124,AHMEDABAD EAST,3019002,Hasmukh Bhai Soma Bhai Patel,14.7,9.4768,5.3508,0.7572,1.53,0.0,161,78,16
18th Lok Sabha,7,Lok Sabha,27,Gujarat,125,AHMEDABAD WEST(SC),3042330,DINESHBHAI MAKWANA,16.04,9.0061,6.9113,0.0,0.8,0.0,209,107,0
18th Lok Sabha,7,Lok Sabha,27,Gujarat,126,GANDHINAGAR,3017389,Shri Amit Shah,14.7,5.3223,2.9353,0.3753,0.4147,0.0,118,43,20
18th Lok Sabha,7,Lok Sabha,27,Gujarat,127,KACHCHH(SC),3019001,Vinod Chavda,14.7,9.5541,8.8291,1.8756,4.08,0.0,238,219,46
18th Lok Sabha,7,Lok Sabha,27,Gujarat,128,RAJKOT,3042334,PARSHOTTAMBHAI RUPALA,14.7,9.466,7.1325,2.7067,3.02,0.0,211,174,59
18th Lok Sabha,7,Lok Sabha,27,Gujarat,129,SABARKANTHA,3043222,SHOBHANABEN MAHENDRASINH BARAIYA,14.7,9.6456,8.5152,1.9262,4.35,0.0,269,240,52
18th Lok Sabha,7,Lok Sabha,27,Gujarat,130,CHHOTA UDAIPUR(ST),3042331,JASHUBHAI BHILUBHAI RATHVA,14.7,10.6622,10.1052,2.4787,2.74,0.0,347,338,73
18th Lok Sabha,7,Lok Sabha,27,Gujarat,131,PANCHMAHAL,3042333,RAJPALSINH MAHENDRASINH JADAV,14.7,9.6232,6.4662,0.8132,1.77,0.0,459,312,33
18th Lok Sabha,7,Lok Sabha,27,Gujarat,132,BHARUCH,3018995,Mansukhbhai Dhanjibhai Vasava,14.7,9.7606,9.1856,5.1524,5.75,0.0,365,356,171
18th Lok Sabha,7,Lok Sabha,14,Haryana,133,SONEPAT,3042345,SATPAL BRAHAMCHARI,14.7,9.6421,6.2266,0.539,2.08,0.0,146,100,6
18th Lok Sabha,7,Lok Sabha,14,Haryana,134,KURUKSHETRA,3042342,NAVEEN JINDAL,14.7,7.9807,7.7507,2.6948,5.29,0.0,197,192,92
18th Lok Sabha,7,Lok Sabha,14,Haryana,135,HISAR,3042340,JAI PARKASH,14.7,11.9254,9.0609,1.2116,4.97,0.0,386,249,59
18th Lok Sabha,7,Lok Sabha,14,Haryana,136,KARNAL,3042341,MANOHAR LAL,14.7,3.0524,2.9024,0.0,0.3566,0.0,19,18,0
18th Lok Sabha,7,Lok Sabha,14,Haryana,137,SIRSA(SC),3042344,SELJA,14.7,8.5225,6.3434,0.8696,1.54,0.0,259,200,45
18th Lok Sabha,7,Lok Sabha,14,Haryana,138,GURGAON,3018368,Rao Inderjit Singh,14.7,4.7927,4.6827,0.7933,2.03,0.0,46,45,6
18th Lok Sabha,7,Lok Sabha,14,Haryana,139,AMBALA (SC),3042338,VARUN CHAUDHRY,14.7,9.1089,7.7264,0.04,1.9,0.0,118,99,2
18th Lok Sabha,7,Lok Sabha,14,Haryana,140,FARIDABAD,3019007,Krishan Pal Gurjar,14.7,5.974,3.3129,0.08,1.31,0.0,72,40,1
18th Lok Sabha,7,Lok Sabha,14,Haryana,141,BHIWANI MAHENDRAGARH,3042339,DHARAMBIR SINGH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18th Lok Sabha,7,Lok Sabha,14,Haryana,141,BHIWANI MAHENDRAGARH,3017394,Shri  Dharambir Singh,14.7,8.5371,6.8799,3.8537,5.34,0.0,190,156,97
18th Lok Sabha,7,Lok Sabha,14,Haryana,142,ROHTAK,3042343,DEEPENDER SINGH HOODA,14.7,9.6095,8.4945,1.7859,4.88,0.0,142,127,32
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,143,HAMIRPUR_HP,3042346,Anurag Singh Thakur,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,143,HAMIRPUR_HP,3018369,Anurag Singh Thakur,14.96,3.1555,3.0255,0.2838,1.53,0.0,199,189,21
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,144,KANGRA,3042347,RAJEEV BHARDWAJ,17.94,12.8671,11.2068,2.2375,7.43,0.0,518,463,113
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,145,SHIMLA (SC),3019014,Suresh Kumar Kashyap,15.36,10.3305,10.2768,1.0435,8.68,0.0,505,502,42
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,146,MANDI,3043229,Kangana Ranaut,14.7,9.2201,8.3701,0.1338,3.6,0.0,315,286,10
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,147,ANANTNAG,3042348,MIAN ALTAF AHMAD,14.7,9.0591,8.2421,0.1831,1.89,0.0,59,52,5
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,148,UDHAMPUR,3019016,Jitendra Singh,14.7,10.0053,7.2703,3.2174,4.12,0.0,333,265,174
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,149,BARAMULLAH,3044682,ABDUL RASHID SHEIKH,14.7,5.5383,4.4405,0.4756,2.03,0.0,124,91,12
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,150,JAMMU,3017396,Shri Jugal Kishore Sharma,14.7,10.1543,8.452,0.7162,1.96,0.0,193,164,25
