tenure_label,tenure_id,house,state_id,state_name,constituency_id,constituency_name,mp_id,mp_name,allocated_cr,recommended_cr,sanctioned_cr,completed_cr,expenditure_cr,calamity_cr,n_recommended,n_sanctioned,n_completed
17th Lok Sabha,5,Lok Sabha,35,Andaman And Nicobar Islands,1,ANDAMAN AND NICOBAR ISLANDS,3018937,Kuldeep Rai Sharma,12.85,9.0108,9.0108,0.9689,5.07,0.0,42,42,9
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,2,ANAKAPALLE,3018936,Beesetti Venkata Satyavathi,9.2,8.9891,8.9891,6.7043,8.19,0.0,69,69,61
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,3,HINDUPUR,3018343,Kuruva Gorantla Madhav,7.23,6.1314,6.1314,5.7364,5.78,0.0,64,64,61
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,4,VIJAYAWADA,3018341,Srinivas Kesineni,7.67,5.6592,5.6592,5.6592,5.66,0.0,91,91,91
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,5,NANDYAL,3018345,Pocha Brahmananda Reddy,9.44,8.8612,8.8112,7.2407,7.24,0.0,157,156,136
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,7,AMALAPURAM(SC),3018949,Smt Chinta Anuradha,11.77,11.6087,11.6087,3.7607,10.07,0.0,192,192,62
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,8,BAPATLA,3018947,Nandigam Suresh,9.14,8.6856,8.6856,8.1176,8.44,0.0,122,122,111
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,9,ARAKU(ST),3018338,Goddeti Madhavi,9.8,9.7927,9.7927,0.1689,7.53,0.0,189,189,7
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,10,NELLORE(SC),3018339,Adala Reddy,11.77,9.2437,9.2437,9.2437,9.24,0.0,90,90,90
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,11,TIRUPATI(SC),3018946,Maddila Gurumoorthy,9.39,8.111,8.111,5.3,6.78,0.0,100,100,63
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,12,ANANTAPUR,3018948,Talari Rangaiah,18.97,13.2332,13.2332,10.1939,10.64,0.0,199,199,171
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,13,SRIKAKULAM,3018939,Kinjarapu Ram Mohan Naidu,7.23,7.21,7.21,4.404,5.61,0.0,132,132,92
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,14,ONGOLE,3018340,Magunta Sreenivasulu Reddy,19.12,18.3479,18.3479,6.0646,12.34,0.0,346,346,110
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,15,ELURU,3018940,Kotagiri Sridhar,9.81,7.4246,7.4246,2.8996,3.81,0.0,75,75,31
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,16,NARASAPURAM,3018942,Raghu Ramakrishna Raju Kanumuru,11.79,8.4135,8.2635,3.3935,6.75,0.0,104,102,40
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,17,RAJAHMUNDRY,3017377,Shri Margani Bharat (17th Lok Sabha),9.81,9.8,9.8,0.0,8.07,0.0,15,15,0
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,18,GUNTUR,3018944,Jayadev Galla,11.77,10.7117,10.7117,9.0307,9.95,0.0,146,146,125
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,19,NARASARAOPET,3018945,Lavu Sri Krishna Devarayalu,8.0,7.9871,7.9871,4.0171,5.46,0.0,111,111,36
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,20,VISAKHAPATNAM,3018344,MVVV Satyanarayana,12.23,9.6039,9.6039,0.5462,5.14,0.0,55,55,16
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,21,KADAPA,3018943,Y S Avinash Reddy,10.08,9.5344,9.3944,6.0069,7.73,0.0,134,132,84
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,22,MACHILIPATNAM,3018342,Balashowry Vallabbhaneni,9.81,7.9208,7.7223,3.6171,5.79,0.0,97,94,69
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,23,KURNOOL,3017375,Dr Sanjeev Kumar Singari (17th Lok Sabha),11.47,11.4656,10.4933,8.8801,10.08,0.0,377,361,349
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,24,VIZIANAGARAM,3018938,Chandra Sekhar Bellana,11.24,8.9039,8.9039,5.3475,5.91,0.0,259,259,158
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,25,CHITTOOR,3017376,Shri N Reddeppa (17th Lok Sabha),9.81,9.6887,9.6887,0.3429,7.92,0.0,163,163,6
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,26,RAJAMPET,3018941,Midhun Reddy,9.92,9.6759,9.6029,3.8238,6.73,0.0,273,268,123
17th Lok Sabha,5,Lok Sabha,2,Andhra Pradesh,27,KAKINADA,3021881,Vanga Geetha Viswanath (17th Lok Sabha),12.23,6.9919,6.9919,6.7419,6.89,0.0,129,129,125
17th Lok Sabha,5,Lok Sabha,3,Arunachal Pradesh,28,ARUNACHAL WEST,3018950,Kiren Rijiju,9.81,9.7942,9.6742,5.5942,9.53,0.0,205,202,119
17th Lok Sabha,5,Lok Sabha,3,Arunachal Pradesh,29,ARUNACHAL EAST,3017378,Shri Tapir Gao (17th Lok Sabha),9.81,9.7794,9.7794,5.4544,9.73,0.0,133,133,67
17th Lok Sabha,5,Lok Sabha,5,Assam,30,BARPETA,3017379,Shri Abdul Khaleque (17th Lok Sabha),9.81,9.62,9.225,3.785,8.27,0.0,218,208,80
17th Lok Sabha,5,Lok Sabha,5,Assam,31,Darrang-Udalguri,3018955,Dilip Saikia,7.36,6.91,6.675,1.24,5.27,0.0,272,262,47
17th Lok Sabha,5,Lok Sabha,5,Assam,32,LAKHIMPUR,3018347,Pradan Baruah,5.44,5.1317,4.9867,0.7242,4.23,0.0,117,112,15
17th Lok Sabha,5,Lok Sabha,5,Assam,33,DIBRUGARH,3018952,Sh Teli Rameswar,9.81,9.31,7.735,0.0,6.36,0.0,138,118,0
17th Lok Sabha,5,Lok Sabha,5,Assam,34,JORHAT,3018348,Topon Kumar Gogoi,9.81,9.7305,9.7055,1.2155,8.69,0.0,186,185,28
17th Lok Sabha,5,Lok Sabha,5,Assam,35,Diphu (ST),3018956,Horen Sing Bey,9.81,9.8,9.6,0.55,8.74,0.0,39,38,2
17th Lok Sabha,5,Lok Sabha,5,Assam,36,KARIMGANJ (SC),3018957,Kripanath Mallah,9.81,9.7938,9.7938,0.0,9.68,0.0,70,70,0
17th Lok Sabha,5,Lok Sabha,5,Assam,37,DHUBRI,3018951,Maulana Ajmal Badruddin,4.91,4.8412,4.8412,3.1723,4.19,0.0,93,93,62
17th Lok Sabha,5,Lok Sabha,5,Assam,38,NOWGONG,3018958,Pradyut Bordoloi,4.91,4.6898,4.3748,0.2399,3.83,0.0,138,127,7
17th Lok Sabha,5,Lok Sabha,5,Assam,39,SILCHAR,3018346,Rajdeep Roy,4.78,4.7705,4.7705,4.3705,4.75,0.0,110,107,102
17th Lok Sabha,5,Lok Sabha,5,Assam,40,Kaziranga,3018953,Gaurav Gogoi,4.91,4.9,4.485,0.215,3.5,0.0,213,195,10
17th Lok Sabha,5,Lok Sabha,5,Assam,41,KOKRAJHAR (ST),3017380,Shri Naba (Hira) Kumar Sarania (17th Lok Sabha),7.36,7.2549,7.1599,1.7419,6.23,0.0,75,72,20
17th Lok Sabha,5,Lok Sabha,5,Assam,42,Sonitpur,3018954,Pallab Lochan Das,7.36,7.2995,7.2995,2.6229,6.82,0.0,128,128,45
17th Lok Sabha,5,Lok Sabha,5,Assam,43,GUWAHATI,3018349,Queen Oja,7.36,7.3499,6.6999,0.8999,6.35,0.0,28,25,4
17th Lok Sabha,5,Lok Sabha,6,Bihar,44,ARARIA,3018355,Pradeep Kumar Singh,9.81,9.7568,9.7568,9.7568,9.76,0.0,21,20,20
17th Lok Sabha,5,Lok Sabha,6,Bihar,45,KATIHAR,3017383,Shri Dulal Chandra Goswami (17th Lok Sabha),4.91,4.7673,4.7173,4.7173,4.72,0.0,59,58,58
17th Lok Sabha,5,Lok Sabha,6,Bihar,46,MUZAFFARPUR,3018352,Ajay Nishad,4.91,4.7471,4.7471,4.603,4.74,0.0,73,73,72
17th Lok Sabha,5,Lok Sabha,6,Bihar,47,VAISHALI,3017382,Smt Veena Devi (17th Lok Sabha),11.77,11.2626,11.2626,11.2626,11.26,0.0,76,76,76
17th Lok Sabha,5,Lok Sabha,6,Bihar,48,PATALIPUTRA,3018970,Ram Kripal Yadav,11.77,10.2414,10.2414,10.0786,10.08,0.0,325,325,318
17th Lok Sabha,5,Lok Sabha,6,Bihar,49,PATNA SAHIB,3018979,Ravi Shankar Prasad,11.77,10.3604,10.3604,10.104,10.28,0.0,202,202,198
17th Lok Sabha,5,Lok Sabha,6,Bihar,50,KARAKAT,3017172,Mahabali Singh,7.36,7.2804,7.2804,7.2804,7.28,0.0,106,106,106
17th Lok Sabha,5,Lok Sabha,6,Bihar,51,SIWAN,3018980,Smt Kavita Singh,9.81,9.6657,9.6657,9.6657,9.67,0.0,109,109,109
17th Lok Sabha,5,Lok Sabha,6,Bihar,52,ARRAH,3018978,Raj Kumar Singh,14.22,12.4875,12.4875,11.5543,11.69,0.0,98,98,90
17th Lok Sabha,5,Lok Sabha,6,Bihar,53,KISHANGANJ,3017384,Dr Mohammad Jawed (17th Lok Sabha),9.64,9.6395,9.6395,9.6395,9.64,0.0,124,124,124
17th Lok Sabha,5,Lok Sabha,6,Bihar,54,JAMUI(SC),3018965,Chirag Paswan,5.95,5.9346,5.9346,5.3946,5.39,0.0,233,233,222
17th Lok Sabha,5,Lok Sabha,6,Bihar,55,PURVI CHAMPARAN,3018969,Radha Mohan Singh,9.81,8.6158,8.6158,8.6158,8.62,0.0,63,63,63
17th Lok Sabha,5,Lok Sabha,6,Bihar,56,SHEOHAR,3018981,Smt Rama Devi,7.36,7.3027,7.3027,7.3027,7.3,0.0,88,88,88
17th Lok Sabha,5,Lok Sabha,6,Bihar,57,PURNEA,3017173,Santosh Kumar,9.81,9.7294,9.7294,9.7294,9.73,0.0,100,100,100
17th Lok Sabha,5,Lok Sabha,6,Bihar,57,PURNEA,3018971,Santosh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
17th Lok Sabha,5,Lok Sabha,6,Bihar,58,SASARAM(SC),3018964,Chhedi Paswan,4.91,4.7694,4.7694,4.7475,4.75,0.0,86,86,84
17th Lok Sabha,5,Lok Sabha,6,Bihar,59,HAJIPUR(SC),3018976,Pashupati Kumar Paras,7.36,6.9701,6.9701,6.9701,6.97,0.0,78,78,78
17th Lok Sabha,5,Lok Sabha,6,Bihar,60,BHAGALPUR,3018351,Ajay Kumar Mandal,9.81,9.5852,9.5852,9.0052,9.01,0.0,93,93,88
17th Lok Sabha,5,Lok Sabha,6,Bihar,61,JAHANABAD,3018974,Chandeshwar Prasad,9.81,9.5274,9.5274,9.3294,9.5,0.0,244,244,239
17th Lok Sabha,5,Lok Sabha,6,Bihar,62,JHANJHARPUR,3018360,Ramprit Mandal,4.91,4.8847,4.8847,4.8847,4.88,0.0,61,61,61
17th Lok Sabha,5,Lok Sabha,6,Bihar,63,MADHUBANI,3018353,Ashok Kumar Yadav,7.36,7.0921,7.0921,7.0921,7.09,0.0,84,84,84
17th Lok Sabha,5,Lok Sabha,6,Bihar,64,NALANDA,3018354,Kaushalendra Kumar,9.81,8.2963,8.2963,8.2063,8.21,0.0,292,288,286
17th Lok Sabha,5,Lok Sabha,6,Bihar,64,NALANDA,3018968,Kaushalendra Kumar,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
17th Lok Sabha,5,Lok Sabha,6,Bihar,65,MADHEPURA,3018975,Dinesh Chandra Yadav,11.46,11.4168,11.4168,10.9783,11.2,0.0,128,128,124
17th Lok Sabha,5,Lok Sabha,6,Bihar,66,MUNGER,3018357,Rajiv Ranjan (Lalan) Singh,14.3,13.012,13.012,10.0976,10.26,0.0,342,342,276
17th Lok Sabha,5,Lok Sabha,6,Bihar,67,UJJARPUR,3021513,Nityanand Rai (17th Lok Sabha),9.81,9.5813,9.5813,9.5813,9.58,0.0,320,320,320
17th Lok Sabha,5,Lok Sabha,6,Bihar,68,SAMASTIPUR(SC),3017385,Shri  Prince Raj (17th Lok Sabha),7.36,7.2704,7.2704,7.1904,7.25,0.0,91,91,90
17th Lok Sabha,5,Lok Sabha,6,Bihar,69,BANKA,3018966,Giridhari Yadav,7.36,7.3087,7.3087,6.7492,7.2,0.0,85,85,75
17th Lok Sabha,5,Lok Sabha,6,Bihar,70,AURANGABAD_BR,3018973,Sushil Kumar Singh,11.77,10.7647,10.7647,9.3022,9.67,0.0,266,266,234
17th Lok Sabha,5,Lok Sabha,6,Bihar,71,KHAGARIA,3018959,Chaudhary Mehboob Ali Kaiser,4.91,4.7555,4.7555,4.7138,4.71,0.0,162,162,159
17th Lok Sabha,5,Lok Sabha,6,Bihar,72,SITAMARHI,3018358,Sunil Kumar Pintu,9.81,9.6768,9.6768,9.6768,9.68,0.0,179,179,179
17th Lok Sabha,5,Lok Sabha,6,Bihar,73,SUPAUL,3018359,Dileshwar Kamait,5.57,5.5692,5.5692,5.5692,5.57,0.0,48,48,48
17th Lok Sabha,5,Lok Sabha,6,Bihar,74,DARBHANGA,3018961,Mr Gopal Jee Thakur,11.77,11.7055,11.7055,11.435,11.43,0.0,273,273,268
17th Lok Sabha,5,Lok Sabha,6,Bihar,75,SARAN,3018356,Rajiv Pratap Rudy,28.92,18.9497,18.9497,3.2588,7.19,0.0,47,47,17
17th Lok Sabha,5,Lok Sabha,6,Bihar,76,MAHARAJGANJ_BR,3017381,Shri Janardan Singh Sigriwal (17th Lok Sabha),11.77,10.8987,10.8987,10.3579,10.41,0.0,102,102,97
17th Lok Sabha,5,Lok Sabha,6,Bihar,77,BEGUSARAI,3018967,Giriraj Singh,9.81,9.436,9.436,8.4262,9.04,0.0,78,78,70
17th Lok Sabha,5,Lok Sabha,6,Bihar,78,VALMIKI NAGAR,3018972,Sunil Kumar,7.36,7.3226,7.3226,7.07,7.07,0.0,82,82,79
17th Lok Sabha,5,Lok Sabha,6,Bihar,79,PASCHIM CHAMPARAN,3018960,Sanjay Jaiswal,11.77,11.1684,11.1284,10.8984,10.9,0.0,240,239,234
17th Lok Sabha,5,Lok Sabha,6,Bihar,80,BUXAR,3018962,Ashwini Kumar Choubey,7.36,5.8234,5.8234,4.9439,5.03,0.0,70,70,62
17th Lok Sabha,5,Lok Sabha,6,Bihar,81,NAWADA,3018963,Chandan Singh,11.77,11.6314,11.5989,10.8986,11.01,0.0,339,334,318
17th Lok Sabha,5,Lok Sabha,6,Bihar,83,GOPALGANJ (SC),3018350,Alok Kumar Suman,7.36,7.0372,7.0372,7.0372,7.04,0.0,104,104,104
17th Lok Sabha,5,Lok Sabha,7,Chandigarh,84,CHANDIGARH,3018982,Smt Kirron Kher,6.75,5.2988,5.2988,4.0575,4.71,0.0,28,28,23
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,85,RAIGARH(ST),3018987,Smt Gomati Sai,5.38,4.1128,4.1128,3.6504,3.86,0.0,64,64,51
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,86,DURG,3018986,Vijay Baghel,7.36,7.1017,7.1017,6.0067,6.91,0.0,136,136,115
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,87,KORBA,3018366,Jyotsna Charandas Mahant,4.8,4.7952,4.7952,3.8752,4.48,0.0,110,110,86
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,88,KANKER(ST),3018983,Mohan Mandavi,7.27,7.2671,7.2671,6.4021,7.14,0.0,153,153,130
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,89,JANJGIR CHAMPA(SC),3018362,Guharam Ajgalley,4.87,4.8688,4.8688,4.7688,4.84,0.0,148,148,147
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,90,MAHASAMUND,3018364,Chunni lal Sahu,4.96,4.8983,4.8983,4.3583,4.7,0.0,91,91,81
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,91,BILASPUR,3018363,Arun Sao,7.35,6.855,6.805,4.915,6.1,0.0,149,148,107
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,92,BASTAR(ST),3018984,Deepak Baij,7.36,7.2754,6.7071,4.7404,5.75,0.0,163,150,123
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,93,RAIPUR,3018985,Sunil Kumar Soni,9.45,9.4457,9.4457,7.4367,8.92,0.0,217,217,170
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,94,RAJNANDGAON,3018365,Santosh Pandey,7.36,6.8575,6.8575,6.123,6.5,0.0,166,166,150
17th Lok Sabha,5,Lok Sabha,8,Chhattisgarh,95,SARGUJA(ST),3018988,Smt Renuka Singh Saruta,7.35,7.3222,7.1872,4.9201,6.65,0.0,200,191,85
17th Lok Sabha,5,Lok Sabha,11,Delhi,98,NORTH WEST DELHI(SC),3019999,Hans Raj Hans (17th Lok Sabha),11.77,10.504,9.422,2.3769,8.45,0.0,95,83,40
17th Lok Sabha,5,Lok Sabha,11,Delhi,99,CHANDINI CHOWK,3019998,Dr Harsh Vardhan (17th Lok Sabha),14.22,12.0105,10.9799,4.8415,8.92,0.0,196,182,88
17th Lok Sabha,5,Lok Sabha,11,Delhi,100,EAST DELHI,3020008,Gautam Gambhir (17th Lok Sabha),9.81,7.6773,6.5606,2.3746,6.53,0.0,25,21,16
17th Lok Sabha,5,Lok Sabha,11,Delhi,101,NORTH EAST DELHI,3020007,Manoj Tiwari (17th Lok Sabha),9.81,6.5337,6.4887,2.3215,5.53,0.0,41,40,25
17th Lok Sabha,5,Lok Sabha,11,Delhi,102,WEST DELHI,3020004,Parvesh Sahib Singh (17th Lok Sabha),11.77,11.2983,11.2983,2.8052,10.95,0.0,98,98,54
17th Lok Sabha,5,Lok Sabha,11,Delhi,103,NEW DELHI,3020002,Meenakshi Lekhi (17th Lok Sabha),9.81,8.9083,4.396,3.9703,4.19,0.0,31,22,18
17th Lok Sabha,5,Lok Sabha,11,Delhi,104,SOUTH DELHI,3020003,Ramesh Bidhuri (17th Lok Sabha),9.81,8.7081,8.2081,0.8608,6.71,0.0,41,40,19
17th Lok Sabha,5,Lok Sabha,12,Goa,105,SOUTH GOA,3018367,Francisco Cosme Sardinha,9.81,9.3396,9.3396,2.5706,7.59,0.0,75,75,39
