tenure_label,house,state_id,state_name,mp_id,mp_name,mp_tenure,tile_label,ACTIVITY_NAME,ACTUAL_AMOUNT,ACTUAL_END_DATE,ATTACH_ID,AVERAGE_RATING,CONSTITUENCY,CONSTITUENCY_ID,FILE_STATUS,FLAG,IDA_NAME,LETTER_NO,MP_NAME,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,STATE_NAME,Sno,Total_Amt,WORK_CATEGORY,WORK_DESCRIPTION,WORK_ID,WORK_RECOMMENDATION_DTL_ID
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2024-2025/154194-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1190815,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2024-2025/38,Shri Subhas Chandra Bose Pilli (2020-26),23-Nov-2024,499200.0,Andhra Pradesh,105,,Normal/Others,"Construction of CC road from 1. KondepudiNanaji(H) to Venkatarao(H) 2.Rameshkumar(H) to Guttalasubbarao(H) at serilanka(V) of K.Gangavaram(M),",,154194
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2024-2025/154195-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1190845,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2024-2025/38,Shri Subhas Chandra Bose Pilli (2020-26),23-Nov-2024,498502.0,Andhra Pradesh,106,,Normal/Others,"Construction of CC road from 1.KondepudiVeeraswami(H) to Kondepudi Nagaveni(H) 2.Kondepudi Chinna Venkatarao(H) to Kondepudisatyanarayana(H) at serilanka(V) of K.Gangavaram(M),",,154195
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2024-2025/154196-Providing drains and gutters for public drainage,,,1611323,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2024-2025/38,Shri Subhas Chandra Bose Pilli (2020-26),23-Nov-2024,500000.0,Andhra Pradesh,107,,Normal/Others,"Construction of  Drain from Kothapalli Kumar House to Chekuri Kanthamma House B.C. locality at KOTA (V) of K.Gangavaram(M),",,154196
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2024-2025/154198-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1375246,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2024-2025/38,Shri Subhas Chandra Bose Pilli (2020-26),23-Nov-2024,499825.0,Andhra Pradesh,108,,Normal/Others,"Construction of CC Road from Namavaripeta Ambedkar Statue to Yamani Satyanarayana Field at Nerredulanka H/o Tallpodu(V) of K.Gangavaram(M),",,154198
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2024-2025/154199-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1375253,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2024-2025/38,Shri Subhas Chandra Bose Pilli (2020-26),23-Nov-2024,499825.0,Andhra Pradesh,109,,Normal/Others,"Construction of CC Road from Yamani Satyanarayana Field to MedisettiYedukondalu Field at Nerredulanka H/o Tallpodu(V) of K.Gangavaram(M),",,154199
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2024-2025/154200-Providing drains and gutters for public drainage,,,1371594,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2024-2025/38,Shri Subhas Chandra Bose Pilli (2020-26),23-Nov-2024,500000.0,Andhra Pradesh,110,,Normal/Others,Construction of CC Drain from Mokana Apparao (H) to Vallem Srinu(H) in SC Locality at Tamarapalli (V) of K.Gangavaram (M),,154200
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2024-2025/154201-Providing drains and gutters for public drainage,,,1372118,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2024-2025/38,Shri Subhas Chandra Bose Pilli (2020-26),23-Nov-2024,500000.0,Andhra Pradesh,111,,Normal/Others,Construction of CC Drain from Vallem Srinu (H) to Old Community Hall in SC Locality at Tamarapalli (V) of K.Gangavaram (M),,154201
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200348-Construction of community centers and community halls,,,2019505,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,495030.0,Andhra Pradesh,112,,Normal/Others,"Construction of Ambedkar Statue Shelter at A Agraharam H_o Yanamadala GP of Ramachandrapuram (M), Dr.B.R.Ambekar Konaseema District.",,200348
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200349-Providing drains and gutters for public drainage,,,1779576,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,113,,Normal/Others,"Construction of CC Drain from Mekala Venkata Ramana(H) to Tekumudi Venkata Rao House in Yanamadala (V), Ramachandrapuram (M), Dr.B.R.Ambekar Konaseema District.",,200349
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200350-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1833717,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,248765.0,Andhra Pradesh,114,,Normal/Others,"Formation of C.C Road from Pandiri Anasuya House to Battula Subrahmanyam House in Malapadu (V) , of Ramachandrapuram (M), Dr.B.R.Ambekar Konaseema District.",,200350
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200351-Providing drains and gutters for public drainage,,,1780913,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,115,,Normal/Others,"Construction of C.C. Drain from Polinati Nagayya House to Nunna Tatamma House in Malapadu (V), of Ramachandrapuram (M), Dr.B.R.Ambekar Konaseema District.",,200351
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200352-Providing drains and gutters for public drainage,,,1780952,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,116,,Normal/Others,"Construction of C C Drain from Pandiri Anasuya(H) to Bommattula Chittiyya House in Malapadu (V), of Ramachandrapuram (M), Dr.B.R.Ambekar Konaseema District.",,200352
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200353-Providing drains and gutters for public drainage,,,1827515,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,117,,Normal/Others,"Construction of C.C.Drain in B.C General Locality from Anusuri Satyanarayana House to Pilli Tatabbai House at  Hasanbada(V),  Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200353
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200354-Providing drains and gutters for public drainage,,,1827546,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,118,,Normal/Others,"Construction of C.C.Drain in B.C  Locality from  Pilli Tatabbai House to Guttula Sriramulu House at  Hasanbada(V),Ramachandrapuram (M),Dr.B.R.Ambedkar Konaseema District.",,200354
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200355-Providing drains and gutters for public drainage,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,119,,Normal/Others,"Construction of C.C.Drain in B.C Localality from Guttula Sriramulu House  to Ketha Sathibabu House at  Hasanbada(V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200355
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200357-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1733062,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,499983.0,Andhra Pradesh,120,,Normal/Others,"Construction of CC Road from Vasamsetti Siva House to Vasamsetti Krishna House at Yaarpothavaram Main(V) , K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District..",,200357
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200358-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1733159,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,499517.0,Andhra Pradesh,121,,Normal/Others,"Construction of CC Road from Pilli Satyanarayana House to Rayudu Bhusayya House at Pampana vari palem Colony, Yaarpothavaram (V) , K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District..",,200358
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200359-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1870272,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,484176.0,Andhra Pradesh,122,,Normal/Others,"Construction of a CC road  from Gudigalla Bhaga R and B Road to Dontamsetti Naga Malleswara Rao Site at Sivala (V), K. Gangavaram (M), Dr. B.R. Ambedkar Konaseema District..",,200359
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200360-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1870316,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,484573.0,Andhra Pradesh,123,,Normal/Others,"Construction of a CC Road from Dontamsetti Naga Malleswara Rao Site to Donthamsetti Nagamalleswara Rao Site at Sivala (V), K. Gangavaram (M), Dr. B.R. Ambedkar Konaseema District..(BIT-1)",,200360
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200361-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1870346,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,485784.0,Andhra Pradesh,124,,Normal/Others,"Construction of a CC road from Dontamsetti Naga Malleswara Rao Site to Main Burial Ground at Sivala (V), K. Gangavaram (M), Dr. B.R. Ambedkar Konaseema District. (BIT-2)",,200361
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200362-Construction of buildings for community cultural activities,,,1893601,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,493019.0,Andhra Pradesh,125,,Normal/Others,"Construction of Multipurpose Hall at BC Area of Bhatlapalika(V) of K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District",,200362
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200363-Construction of boundary walls of existing public and community buildings,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,126,,Normal/Others,"Construction of Compound wall to Multipurpose hall at BC Area of Bhatlapalika(V) of K.Gangavaram(M), Dr.B.R.Ambedkar Konaseema District",,200363
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200364-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,2000000.0,Andhra Pradesh,127,,Normal/Others,"Development and Construction of Burial Ground in BC Locality at Thotapeta (V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200364
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200365-Construction of buildings for community cultural activities,,,2007205,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,840750.0,Andhra Pradesh,128,,Normal/Others,"Construction of Multipurpose Activities Centre in OC Localality at Thotapeta (V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200365
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200366-Providing drains and gutters for public drainage,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,1500000.0,Andhra Pradesh,129,,Normal/Others,"Construction of CC Drain at Bapanaya Cheruvu (V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema Dist",,200366
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200367-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,1500000.0,Andhra Pradesh,130,,Normal/Others,"Construction of Multi Puropse Hall in BC Locality at Mummidivaram (V), Dr.B.R.Ambedkar Konaseema District.",,200367
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200368-Providing drains and gutters for public drainage,,,2065896,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,131,,Normal/Others,"Construction of CC Drain from Biyyampeta Ramalayam to Pedagadi Veera Brahmam house at Biyyampeta, Draksharam (V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200368
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200369-Providing drains and gutters for public drainage,,,2065923,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,500000.0,Andhra Pradesh,132,,Normal/Others,"Construction of CC Drain from Pennada Rama Tulasi House toTeeparthi Rama Krishna House near Masjid site at Biyyampeta, Draksharam (V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200369
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200372-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1733262,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,499650.0,Andhra Pradesh,133,,Normal/Others,"Construction of WBM Road from Dangeru Teki Drain Bridge to Polisetti Raja Site at Dangeru (V), K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District.",,200372
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200373-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1733301,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,499330.0,Andhra Pradesh,134,,Normal/Others,"Construction of WBM Road from Polisetti Raja Site to Velampalepu Veeraraju site at Dangeru (V), K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District.",,200373
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200374-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1733482,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,499057.0,Andhra Pradesh,135,,Normal/Others,"Construction of WBM Road from   Velampalepu Veeraraju site to Srinivasa Colony at Dangeru (V), K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District.",,200374
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200375-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1733453,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,249639.0,Andhra Pradesh,136,,Normal/Others,"Construction of CC Road from Angadi Sathibabu House to Racha Yedukondalu House at Vasalarevu , Hamlet of  Danageru (V), K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District.",,200375
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200376-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1733521,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,249590.0,Andhra Pradesh,137,,Normal/Others,"Constructoin of CC Road from Balasadi Lakshmanarao House to Balasadi Srinu House at Vasalarevu , Hamlet of Danageru(V), K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District.",,200376
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200382-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,2000000.0,Andhra Pradesh,138,,Normal/Others,"Construction of Multipurpose Hall at BC Area Main Road, Venkatayapalem (V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District",,200382
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200385-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1893446,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,488201.0,Andhra Pradesh,139,,Normal/Others,"Construction of CC Road at Kota vari Street at Balantram (V), K.Gangavaram (M), DR.B.R.Ambedkar Konaseema District.",,200385
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200386-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1870411,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,487516.0,Andhra Pradesh,140,,Normal/Others,"Construction of CC Road from Nukalamma temple to Kudupudi Nageswara Rao House in Kundalama Cheruvu (V), Hamlet e of  Vegayammapeta (V), Ramachandrapuram Mandal,Dr.B.R.Ambedkar Konaseema District.",,200386
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200387-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1870437,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,487290.0,Andhra Pradesh,141,,Normal/Others,"Construction of CC Road from Nukalamma temple to MPP School in Kundalama Cheruvu (V), Hamlet of  Vegayammapeta, Ramachandrapuram Mandal,Dr.B.R.Ambedkar Konaseema District.",,200387
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200388-Construction of community centers and community halls,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,1500000.0,Andhra Pradesh,142,,Normal/Others,"Construction of Community Hall at Chimaladibba, Hamlet of  Venkatayapalem (V), Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200388
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2025-2026/200389-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,2000000.0,Andhra Pradesh,143,,Normal/Others,"Construction of Multipurpose Activities Centre at Annaipeta (V) Ramachandrapuram (M), Dr.B.R.Ambedkar Konaseema District.",,200389
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2025-2026/200390-Construction of roads, link roads, pathways or any other road with or without drainage system",,,1893491,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/43,Shri Subhas Chandra Bose Pilli (2020-26),16-May-2025,486500.0,Andhra Pradesh,144,,Normal/Others,"Constructon of CC Road from Chitturi Rajeswari house to Dumping Yard at Tallapodu, Hamlet of Pekeru (v) K.Gangavaram (M), Dr.B.R.Ambedkar Konaseema District.",,200390
