tenure_label,house,state_id,state_name,mp_id,mp_name,mp_tenure,tile_label,ACTIVITY_NAME,ACTUAL_AMOUNT,ACTUAL_END_DATE,ATTACH_ID,AVERAGE_RATING,CONSTITUENCY,CONSTITUENCY_ID,FILE_STATUS,FLAG,IDA_NAME,LETTER_NO,MP_NAME,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,STATE_NAME,Sno,Total_Amt,WORK_CATEGORY,WORK_DESCRIPTION,WORK_ID,WORK_RECOMMENDATION_DTL_ID
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47365-Construction of community centers and community halls,,,584951,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/5,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,2496695.0,Andhra Pradesh,1,,Normal/Others,Construction of BC Community Hall at Alamuru Village and Mandal,,47365
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47368-Construction of buildings for community cultural activities,,,486104,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/6,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,1500000.0,Andhra Pradesh,2,,Normal/Others,Construction of Multipurpose Hall of SC (Madiga) Community at Hasanbada Village of Ramachandrapuram,,47368
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47380-Construction of buildings for community cultural activities,,,1854879,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/7,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,2500000.0,Andhra Pradesh,3,,Normal/Others,"Construction of Multipurpose Activities Centre in General Locality, Vegayampeta Village of Ramachandrapuram",,47380
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47381-Construction of buildings for community cultural activities,,,1241483,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/7,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,2500000.0,Andhra Pradesh,4,,Normal/Others,Construction of Multipurpose activities Centre at Vella Village of Ramachandrapuram,,47381
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47383-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/7,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,2500000.0,Andhra Pradesh,5,,Normal/Others,Construction of Multipurpose Activities Centre at Pedda Mosque for Muslim Community of Draksharama Village of Ramachandrapuram,,47383
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47364-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/4,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,2500000.0,Andhra Pradesh,6,,Normal/Others,Construction of Multipurpose Hall at Vakkalanka Village of Ambajipeta Mandal in BC Locality,,47364
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47362-Construction of community centers and community halls,,,506163,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/3,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,1000000.0,Andhra Pradesh,7,,Normal/Others,Construction of Community Hall for Madiga Community at Gopalapuram Village of Ravulapalem,,47362
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47363-Construction of buildings for community cultural activities,,,495423,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/3,Shri Subhas Chandra Bose Pilli (2020-26),08-Nov-2023,1500000.0,Andhra Pradesh,8,,Normal/Others,Construction of Multipurpose Activities Center at Ethakota Village of Ravulapalem Mandal for BC Community,,47363
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47283-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/2,Shri Subhas Chandra Bose Pilli (2020-26),07-Nov-2023,2500000.0,Andhra Pradesh,9,,Normal/Others,Construction of Multipurpose activity Center at I.Polavaram Village and Mandal,,47283
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47284-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/2,Shri Subhas Chandra Bose Pilli (2020-26),07-Nov-2023,2500000.0,Andhra Pradesh,10,,Normal/Others,Construction of Multipurpose activity Centre at Rayavaram Village and Mandal for SC (Mala) Community,,47284
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47280-Construction of community centers and community halls,,,584926,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/1,Shri Subhas Chandra Bose Pilli (2020-26),07-Nov-2023,2496627.0,Andhra Pradesh,11,,Normal/Others,Construction of Multipurpose Hall at Devarapalli Village of Ravulapalem,,47280
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/47979-Construction of buildings for community cultural activities,,,585454,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/8,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,2298615.0,Andhra Pradesh,12,,Normal/Others,"Construction of Multipurpose activity Centre for BC Community at Turangi Village, kakinada Rural mandal",,47979
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/48055-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,2500000.0,Andhra Pradesh,13,,Normal/Others,Construction of Multipurpose Activity Centre at Ramachandrapuram Town Near Durgadevi Temple by the side of Kothuru Road,,48055
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/48056-Construction of buildings for community cultural activities,,,1545255,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,1935666.0,Andhra Pradesh,14,,Normal/Others,Construction of Multipurpose activity Centre in BC Locality near Vepachettu of Kajuluru Village and Mandal,,48056
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/48057-Construction of buildings for community cultural activities,,,1777098,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,891738.0,Andhra Pradesh,15,,Normal/Others,Construction of Multipurpose Activity Centre in B.C. Loacality at Chakirevu Meraka of kajuluru Village and Mandal,,48057
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/48059-Providing drains and gutters for public drainage,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,2500000.0,Andhra Pradesh,16,,Normal/Others,Construction of Drain at Santhi Nagar in Ramachandrapuram Town,,48059
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/48060-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,2000000.0,Andhra Pradesh,17,,Normal/Others,Construction of Multipurpose Activity Centre at BC Locality at Seela Village of Kajuluru Mandal,,48060
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/48061-Construction of buildings for community cultural activities,,,1369637,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,2000000.0,Andhra Pradesh,18,,Normal/Others,Construction of Multipurpose Activity Centre (Thyagaraya Gana Sabha) in Ward No. 23 at Ramachandrapuram Municipality,,48061
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/48064-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),09-Nov-2023,1500000.0,Andhra Pradesh,19,,Normal/Others,Construction of Multipurpose Activity Centre at BC Locality at Rayaudu Meraka H/O of Kajuluru Village and Mandal,,48064
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52701-Construction of rooms and halls in school and colleges,,,1343444,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/14,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,2200000.0,Andhra Pradesh,20,,Normal/Others,"Construction of Class Rooms in Government Degree College, Ramachandrapuram (M)",,52701
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52695-Construction of buildings for community cultural activities,,,1079654,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/13,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,1950978.0,Andhra Pradesh,21,,Normal/Others,Construction of Multipurpose Activity Center at Cheruvugattu Peta H/o Venture Village of Rayavaram Mandal,,52695
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/50485-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),LN/MP026/2023-2024/10,Shri Subhas Chandra Bose Pilli (2020-26),19-Nov-2023,2500000.0,Andhra Pradesh,22,,Normal/Others,"Construction of Multipurpose Hall for ST Community at Karvetinagaram Village & Mandal in G.C. Nellore Constituency, Chittoor District",,50485
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/50486-Construction of stadiums,,,,,Sitting Rajya Sabha,545,,1,Eluru(DISTRICT COLLECTOR ELURU_IDA),LN/MP026/2023-2024/10,Shri Subhas Chandra Bose Pilli (2020-26),19-Nov-2023,2000000.0,Andhra Pradesh,23,,Normal/Others,Construction of Sports Stadium at Nuzividu of Eluru District,,50486
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52726-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/17,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,894752.0,Andhra Pradesh,24,,Normal/Others,"Construction of Multipurpose Activities Center in SC Locality at Lankapeta, Siddam (V), Penugonda (M) of WG District",,52726
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52727-Construction of community centers and community halls,,,,,Sitting Rajya Sabha,545,,1,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/17,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,898181.0,Andhra Pradesh,25,,Normal/Others,"Construction of SC Community Hall at cheruvupeta, Siddantam (V), Penugonda (M) of WG Dist",,52727
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52728-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/17,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,902778.0,Andhra Pradesh,26,,Normal/Others,"Construction of Multipurpose Activities Center at Dongaravipalem (V), Penugonda (M) of WG Dist",,52728
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52387-Construction of community centers and community halls,,,221137,,Sitting Rajya Sabha,545,True,1,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/11,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,500000.0,Andhra Pradesh,27,,Normal/Others,"Construction of Drains in S.C. Locality of Alamuru (V), Achanta Constituency, West Godavari District",,52387
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52390-Construction of boundary walls of existing public and community buildings,,,537586,,Sitting Rajya Sabha,545,True,1,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/12,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,1000000.0,Andhra Pradesh,28,,Normal/Others,"Construction of Compound Wall to Sri V.V. Giri Government Kalasala, Dumpagadapa, West Godavari Distric",,52390
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52391-Construction of community centers and community halls,,,2106614,,Sitting Rajya Sabha,545,True,1,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/12,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,999903.0,Andhra Pradesh,29,,Normal/Others,"Construction of Multipurpose hall in S.C. Locality at Alamuru (V), Achanta Constituency, West Godavari District",,52391
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52716-Construction of buildings for community cultural activities,,,963180,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,1500000.0,Andhra Pradesh,30,,Normal/Others,Construction of Multipurpose activities Center (1st Floor) at Pallipalem (V) of Mummidivaram Mumicipality,,52716
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52717-Providing drains and gutters for public drainage,,,1387725,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,500000.0,Andhra Pradesh,31,,Normal/Others,Construction of Internal Drains in SC Colony of Krapa Chintalapudi Palem (V) of Mummidivaram Mandal,,52717
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52718-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,500000.0,Andhra Pradesh,32,,Normal/Others,Construction of Multipurpose Activities Center at Gedallanka H/O Komanapalli Village Near Vinkayaka Temple in Mummidivaram mandal,,52718
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52719-Construction of buildings for community cultural activities,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,2000000.0,Andhra Pradesh,33,,Normal/Others,Construction of Multipurpose Activities Center at T.Kothapalli (V) SC Locality of I.Polavaram Mandal,,52719
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52720-Construction of buildings for community cultural activities,,,1679502,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,1418529.0,Andhra Pradesh,34,,Normal/Others,Construction of Multipurpose Activities Center at Ghorsa (V) of Kothapalli Mandal of Kakinada District,,52720
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52721-Providing drains and gutters for public drainage,,,1186864,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,499179.0,Andhra Pradesh,35,,Normal/Others,Construction of CC Drains from Datla Bhaskaramma (H) to Sudharsan Gopalachari (H) in Pillanka Village of Tallarevu Mandal,,52721
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52722-Providing drains and gutters for public drainage,,,1186813,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,498455.0,Andhra Pradesh,36,,Normal/Others,Construction of CC Drains fromSagi Venkatapathi Raju (H) to  Datla Bhaskaramma (H)  in Pillanka Village of Tallarevu Mandal,,52722
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52723-Providing drains and gutters for public drainage,,,1186888,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,498302.0,Andhra Pradesh,37,,Normal/Others,Construction of CC Drains from Sagi Subrahmanyam Raju (H) to Sagi Venkatapathi Raju (H)  in Pillanka Village of Tallarevu Mandal,,52723
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52724-Providing drains and gutters for public drainage,,,654526,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,496320.0,Andhra Pradesh,38,,Normal/Others,Construction of CC Drains from Uta Kalva to Mokkarala Ramachandra Rao (H) in Pillanka Village of Tallarevu Mandal,,52724
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52725-Providing drains and gutters for public drainage,,,654558,,Sitting Rajya Sabha,545,True,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,497919.0,Andhra Pradesh,39,,Normal/Others,Construction of CC Drains from Mokkarala Ramachandra Rao (H) to ZPHS School in  Pillanka Village of Tallarevu Mandal,,52725
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/52704-Construction of buildings for community cultural activities,,,1070092,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/15,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,1000000.0,Andhra Pradesh,40,,Normal/Others,Construction of Multipurpose Activity Center at Thimmapuram H/O Katrenikona Village & Mandal,,52704
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2023-2024/52705-Construction of roads, link roads, pathways or any other road with or without drainage system",,,577531,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/15,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,496814.0,Andhra Pradesh,41,,Normal/Others,Construction of CC Road Yenduru Subhadra Land to Medisetti Satyanarayana House  in K.Gagannadhapuram (V) of Ainavilli Mandal,,52705
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2023-2024/52706-Construction of roads, link roads, pathways or any other road with or without drainage system",,,577495,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/15,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,496814.0,Andhra Pradesh,42,,Normal/Others,Construction of CC Road at Seela palem locality from Munukoti Kannaji Land to Nichana Kolla Krishna Land in K.Gagannadhapuram (V) of Ayinavilli Mandal,,52706
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,"WS/MP026/2023-2024/52707-Construction of roads, link roads, pathways or any other road with or without drainage system",,,577557,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/15,Shri Subhas Chandra Bose Pilli (2020-26),24-Nov-2023,496814.0,Andhra Pradesh,43,,Normal/Others,Construction of CC Road from Yenduri Ravi Land to Yenduri Subhadra Land in K.Gagannadhapuram (V) of Ayinavilli Mandal,,52707
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/55422-Construction of boundary walls of existing public and community buildings,,,2121125,,Sitting Rajya Sabha,545,True,1,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),LN/MP026/2023-2024/18,Shri Subhas Chandra Bose Pilli (2020-26),01-Dec-2023,1428197.0,Andhra Pradesh,44,,Normal/Others,"Construction of Compound Wall to Community Hall at Bharatha Nagar ( SC Locality) Kondubhotlapalem Village, Bapatla Mandal and District",,55422
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/55423-Construction of boundary walls of existing public and community buildings,,,2121121,,Sitting Rajya Sabha,545,True,1,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),LN/MP026/2023-2024/18,Shri Subhas Chandra Bose Pilli (2020-26),01-Dec-2023,666492.0,Andhra Pradesh,45,,Normal/Others,"Construction of Compound Wall to the Reading Room at Dalithwada, Kondubhotlapalem Village of Bapatla Mandal and District",,55423
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/55456-Construction of boundary walls of existing public and community buildings,,,450897,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/19,Shri Subhas Chandra Bose Pilli (2020-26),01-Dec-2023,500000.0,Andhra Pradesh,46,,Normal/Others,"Construction of Multipurpose Activities Center in General Locality near MPDO Office, K.Gangavaram Village and mandal",,55456
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Recommended,WS/MP026/2023-2024/55457-Construction of buildings for community cultural activities,,,680694,,Sitting Rajya Sabha,545,True,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/19,Shri Subhas Chandra Bose Pilli (2020-26),01-Dec-2023,500000.0,Andhra Pradesh,47,,Normal/Others,"Prividing Amenities to Multipurpose Activities Center in General Locality near MPDO Office, K.Gangavaram Village and Mandal",,55457
