state_name,constituency_name,mp_id,mp_name,total_works,works_recommended,works_sanctioned,works_completed,total_recommended_amount,total_actual_amount,unique_categories,categories_list,completion_rate,sanction_rate,constituency_clean,State_Name,Constituency_Name,Constituency_Type,Candidate,Sex,Party,Votes,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_Type_TCPD,No_Terms,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,state_clean,margin_category,party_category,alliance_2019
Maharashtra,MUMBAI SOUTH,3019079,Arvind Ganpat Sawant,13,52,19,14,118549478.0,18374739.0,1,Normal/Others,0.7368421052631579,0.36538461538461536,MUMBAI SOUTH,Maharashtra,MUMBAI   SOUTH,GEN,Arvind Ganpat Sawant,M,SHS,421937.0,801611.0,1554176.0,51.58,52.64,100067.0,12.48,2.27,State-based Party,2.0,True,True,Graduate,Politics,MAHARASHTRA,Safe (10-20%),Regional,Other
Maharashtra,MUMBAI SOUTH CENTRAL,3044396,ANIL YESHWANT DESAI,0,35,5,1,90600000.0,0.0,1,Normal/Others,0.2,0.14285714285714285,MUMBAI SOUTH CENTRAL,Maharashtra,MUMBAI SOUTH CENTRAL,GEN,Rahul Ramesh Shewale,M,SHS,424913.0,797250.0,1440380.0,55.35,53.3,152139.0,19.08,2.44,State-based Party,2.0,True,True,Others,Politics,MAHARASHTRA,Safe (10-20%),Regional,Other
Maharashtra,NAGPUR,3019087,Nitin Jairam Gadkari,1,54,25,2,143709686.0,9998850.0,2,Normal/Others|Repair and Renovation,0.08,0.46296296296296297,NAGPUR,Maharashtra,NAGPUR,GEN,NITIN JAIRAM GADKARI,M,BJP,660221.0,1186051.0,2161096.0,54.88,55.67,216009.0,18.21,2.22,National Party,2.0,True,True,Graduate Professional,Agriculture,MAHARASHTRA,Safe (10-20%),National,NDA
Maharashtra,NANDED,3042410,CHAVAN VASANTRAO BALWANTRAO,0,1,1,1,0.0,0.0,0,,1.0,1.0,NANDED,Maharashtra,NANDED,GEN,Prataprao Patil Chikhalikar,M,BJP,486806.0,1129350.0,1719322.0,65.69,43.1,40148.0,3.55,2.7,National Party,1.0,False,False,12th Pass,Agriculture,MAHARASHTRA,Very Close (<5%),National,NDA
Maharashtra,NANDED,3052343,Ravindra Vasantrao Chavan,2,125,22,3,115452951.0,1492360.0,2,Normal/Others|Trust and Society,0.13636363636363635,0.176,NANDED,Maharashtra,NANDED,GEN,Prataprao Patil Chikhalikar,M,BJP,486806.0,1129350.0,1719322.0,65.69,43.1,40148.0,3.55,2.7,National Party,1.0,False,False,12th Pass,Agriculture,MAHARASHTRA,Very Close (<5%),National,NDA
Maharashtra,NANDURBAR(ST),3042411,ADV GOWAAL KAGADA PADAVI,0,280,229,1,149362060.0,0.0,2,Normal/Others|Repair and Renovation,0.004366812227074236,0.8178571428571428,NANDURBAR,Maharashtra,NANDURBAR,ST,Dr. Heena Vijaykumar Gavit,F,BJP,639136.0,1281738.0,1871099.0,68.5,49.86,95629.0,7.46,2.33,National Party,2.0,True,True,Post Graduate,Agriculture,MAHARASHTRA,Close (5-10%),National,NDA
Maharashtra,NASHIK,3042412,RAJABHAU,12,96,78,13,164602728.0,10428864.0,2,Normal/Others|Repair and Renovation,0.16666666666666666,0.8125,NASHIK,Maharashtra,NASHIK,GEN,Godse Hemant Tukaram,M,SHS,563599.0,1121232.0,1885064.0,59.48,50.27,292204.0,26.06,3.03,State-based Party,2.0,True,True,Others,Business,MAHARASHTRA,Very Safe (>20%),Regional,Other
Maharashtra,OSMANABAD,3019088,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,21,152,32,22,126072496.0,12512149.0,1,Normal/Others,0.6875,0.21052631578947367,OSMANABAD,Maharashtra,OSMANABAD,GEN,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,M,SHS,596640.0,1204730.0,1889740.0,63.75,49.52,127566.0,10.59,2.44,State-based Party,1.0,False,False,12th Pass,Agriculture,MAHARASHTRA,Safe (10-20%),Regional,Other
Maharashtra,PALGHAR(ST),3042413,DR. HEMANT VISHNU SAVARA,0,81,8,1,81998000.0,0.0,1,Normal/Others,0.125,0.09876543209876543,PALGHAR,Maharashtra,PALGHAR,ST,Rajendra Dhedya Gavit,M,SHS,580479.0,1201941.0,1885600.0,63.74,48.3,88883.0,7.39,2.5,State-based Party,2.0,True,True,Graduate,Business,MAHARASHTRA,Close (5-10%),Regional,Other
Maharashtra,PARBHANI,3019095,Sanjay Haribhau Jadhav,23,82,62,24,132417954.0,19470808.0,1,Normal/Others,0.3870967741935484,0.7560975609756098,PARBHANI,Maharashtra,PARBHANI,GEN,JADHAV SANJAY (BANDU) HARIBHAU,M,SHS,538941.0,1252782.0,1985228.0,63.11,43.02,42199.0,3.37,2.78,State-based Party,2.0,True,True,10th Pass,Business,MAHARASHTRA,Very Close (<5%),Regional,Other
Maharashtra,PUNE,3042414,MURLIDHAR MOHOL,0,75,13,1,109500000.0,0.0,2,Repair and Renovation|Normal/Others,0.07692307692307693,0.17333333333333334,PUNE,Maharashtra,PUNE,GEN,Girish Bhalchandra Bapat,M,BJP,632835.0,1035236.0,2075824.0,49.87,61.13,324628.0,31.36,2.17,National Party,1.0,False,False,Graduate,Retired or Pension,MAHARASHTRA,Very Safe (>20%),National,NDA
Maharashtra,RAIGAD,3019101,Sunil Dattatray Tatkare,13,56,45,14,162417654.0,16608827.0,2,Normal/Others|Trust and Society,0.3111111111111111,0.8035714285714286,RAIGAD,Maharashtra,RAIGAD,GEN,Tatkare Sunil Dattatray,M,NCP,486968.0,1025467.0,1652965.0,62.04,47.49,31438.0,3.07,2.33,State-based Party,1.0,False,True,Others,Agriculture,MAHARASHTRA,Very Close (<5%),Regional,UPA
Maharashtra,RAMTEK(SC),3042415,Shyamkumar,0,56,4,1,58600000.0,0.0,2,Repair and Renovation|Normal/Others,0.25,0.07142857142857142,RAMTEK,Maharashtra,RAMTEK,SC,Krupal Balaji Tumane,M,SHS,597126.0,1196744.0,1922764.0,62.24,49.9,126783.0,10.59,2.5,State-based Party,2.0,True,True,Graduate,Business,MAHARASHTRA,Safe (10-20%),Regional,Other
Maharashtra,RATNAGIRI-SINDHUDURG,3042416,NARAYAN TATU RANE,11,92,56,12,137349494.0,7524747.0,2,Normal/Others|Trust and Society,0.21428571428571427,0.6086956521739131,RATNAGIRI SINDHUDURG,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,RAVER,3019105,Smt Raksha Nikhil Khadse,1,10,8,2,30089328.0,914736.0,2,Normal/Others|Trust and Society,0.25,0.8,RAVER,Maharashtra,RAVER,GEN,Khadse Raksha Nikhil,F,BJP,655386.0,1092971.0,1775051.0,61.57,59.96,335882.0,30.73,2.17,National Party,2.0,True,True,Graduate,Business,MAHARASHTRA,Very Safe (>20%),National,NDA
Maharashtra,SANGLI,3042417,VISHAL,2,87,78,3,173098790.0,1984821.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.038461538461538464,0.896551724137931,SANGLI,Maharashtra,SANGLI,GEN,Sanjaykaka Patil,M,BJP,508995.0,1189958.0,1809109.0,65.78,42.77,164352.0,13.81,3.12,National Party,2.0,True,True,10th Pass,Business,MAHARASHTRA,Safe (10-20%),National,NDA
Maharashtra,SATARA,3042418,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,3,135,120,4,183197354.0,2998677.0,2,Normal/Others|Repair and Renovation,0.03333333333333333,0.8888888888888888,SATARA,Maharashtra,SATARA,GEN,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,M,NCP,579026.0,1115434.0,1848489.0,60.34,51.91,126528.0,11.34,2.33,State-based Party,3.0,True,True,12th Pass,Traditional Occupation,MAHARASHTRA,Safe (10-20%),Regional,UPA
Maharashtra,SATARA,3042418,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,3,135,120,4,183197354.0,2998677.0,2,Normal/Others|Repair and Renovation,0.03333333333333333,0.8888888888888888,SATARA,Maharashtra,SATARA,GEN,Shriniwas Dadasaheb Patil,MALE,NCP,641177.0,1254637.0,1850393.0,67.8,51.1,89503.0,7.13,2.22,,1.0,False,False,,,MAHARASHTRA,Close (5-10%),Other,UPA
Maharashtra,SHIRDI(SC),3042419,BHAUSAHEB RAJARAM WAKCHAURE,2,137,85,3,153034518.0,1192259.0,2,Normal/Others|Trust and Society,0.03529411764705882,0.6204379562043796,SHIRDI,Maharashtra,SHIRDI,SC,SADASHIV KISAN LOKHANDE,M,SHS,486820.0,1029362.0,1587079.0,64.86,47.29,120195.0,11.68,2.86,State-based Party,2.0,True,True,10th Pass,Politics,MAHARASHTRA,Safe (10-20%),Regional,Other
Maharashtra,SHIRUR,3019076,Amol Ramsing Kolhe,8,103,28,9,120270911.0,7985748.0,2,Normal/Others|Trust and Society,0.32142857142857145,0.27184466019417475,SHIRUR,Maharashtra,SHIRUR,GEN,Dr. Amol Ramsing Kolhe,M,NCP,635830.0,1293117.0,2175529.0,59.44,49.17,58483.0,4.52,2.27,State-based Party,1.0,False,False,Graduate Professional,Business,MAHARASHTRA,Very Close (<5%),Regional,UPA
Maharashtra,SOLAPUR(SC),3043228,PRANITI SUSHILKUMAR SHINDE,0,122,6,1,112192949.0,0.0,2,Normal/Others|Repair and Renovation,0.16666666666666666,0.04918032786885246,SOLAPUR,Maharashtra,SOLAPUR,SC,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,M,BJP,524985.0,1084514.0,1851654.0,58.57,48.41,158608.0,14.62,2.78,National Party,1.0,False,False,Graduate,Other,MAHARASHTRA,Safe (10-20%),National,NDA
Maharashtra,THANE,3042420,NARESH GANPAT MHASKE,0,1,1,1,0.0,0.0,0,,1.0,1.0,THANE,Maharashtra,THANE,GEN,RAJAN BABURAO VICHARE,M,SHS,740969.0,1170518.0,2370903.0,49.37,63.3,412145.0,35.21,2.08,State-based Party,2.0,True,True,12th Pass,Business,MAHARASHTRA,Very Safe (>20%),Regional,Other
Maharashtra,WARDHA,3042421,AMAR SHARADRAO KALE,0,97,41,1,92150310.0,0.0,1,Normal/Others,0.024390243902439025,0.422680412371134,WARDHA,Maharashtra,WARDHA,GEN,Ramdas Chandrabhanji Tadas,M,BJP,578364.0,1072570.0,1743283.0,61.53,53.92,187191.0,17.45,2.38,National Party,2.0,True,True,10th Pass,Business,MAHARASHTRA,Safe (10-20%),National,NDA
Maharashtra,YAVATMAL-WASHIM,3044176,Sanjay Uttamrao Deshmukh,7,114,26,8,92760230.0,4800434.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.3076923076923077,0.22807017543859648,YAVATMAL WASHIM,Maharashtra,YAVATMAL-WASHIM,GEN,Bhavana Pundlikrao Gawali,F,SHS,542098.0,1174220.0,1916185.0,61.28,46.17,117939.0,10.04,2.86,State-based Party,5.0,True,True,Graduate,Business,MAHARASHTRA,Safe (10-20%),Regional,Other
Manipur,INNER MANIPUR,3044252,ANGOMCHA BIMOL AKOIJAM,2,38,36,3,177472992.0,2300989.0,1,Normal/Others,0.08333333333333333,0.9473684210526315,INNER MANIPUR,Manipur,INNER MANIPUR,GEN,DR RAJKUMAR RANJAN SINGH,M,BJP,263632.0,759301.0,937464.0,81.0,34.72,17755.0,2.34,3.85,National Party,1.0,False,True,Doctorate,Business,MANIPUR,Very Close (<5%),National,NDA
Manipur,OUTER MANIPUR(ST),3044251,ALFRED KANNGAM S ARTHUR,13,34,32,14,190303926.0,24751963.0,2,Repair and Renovation|Normal/Others,0.4375,0.9411764705882353,OUTER MANIPUR,Manipur,OUTER MANIPUR,ST,Lorho S. Pfoze,M,NPF,363527.0,858029.0,1022099.0,83.95,42.37,73782.0,8.6,3.12,State-based Party,1.0,False,False,Graduate Professional,Small Business or Self-employed,MANIPUR,Close (5-10%),Regional,NDA
Meghalaya,SHILLONG,3042422,ANDREW J. SYNGKON,62,242,226,63,188750000.0,22649000.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.27876106194690264,0.9338842975206612,SHILLONG,Meghalaya,SHILLONG,ST,VINCENT H. PALA,M,INC,419689.0,784190.0,1197806.0,65.47,53.52,152433.0,19.44,2.38,National Party,3.0,True,True,Graduate Professional,Politics,MEGHALAYA,Safe (10-20%),National,UPA
Meghalaya,TURA,3042794,SALENG A SANGMA,49,217,212,50,191750000.0,27450000.0,2,Normal/Others|Repair and Renovation,0.2358490566037736,0.9769585253456221,TURA,Meghalaya,TURA,ST,AGATHA K. SANGMA,F,NPEP,304455.0,583041.0,716990.0,81.32,52.22,64030.0,10.98,2.27,State-based Party,2.0,False,False,Post Graduate,Politics,MEGHALAYA,Safe (10-20%),Regional,Other
Mizoram,MIZORAM (ST),3042423,RICHARD VANLALHMANGAIHA,24,175,170,25,197448458.0,14100000.0,4,Normal/Others|Bar and Associations|Repair and Renovation|Trust and Society,0.14705882352941177,0.9714285714285714,MIZORAM,Mizoram,MIZORAM,ST,C LALROSANGA,M,MNF,224286.0,499621.0,792464.0,63.05,44.89,8140.0,1.63,2.56,State-based Party,1.0,False,False,Graduate,Retired or Pension,MIZORAM,Very Close (<5%),Regional,Other
Nagaland,NAGALAND,3045278,S SUPONGMEREN JAMIR,37,40,40,38,196000000.0,88300000.0,1,Normal/Others,0.95,1.0,NAGALAND,Nagaland,NAGALAND,GEN,Tokheho Yepthomi,M,NDPP,500510.0,1006357.0,1213777.0,82.91,49.73,16344.0,1.62,2.08,Local Party,2.0,True,True,Graduate,Politics,NAGALAND,Very Close (<5%),Regional,NDA
Odisha,ASKA,3043719,ANITA SUBHADARSHINI,13,141,141,14,99400000.0,5200000.0,2,Normal/Others|Repair and Renovation,0.09929078014184398,1.0,ASKA,Odisha,ASKA,GEN,Pramila Bisoyi,F,BJD,552749.0,1013862.0,1541145.0,65.79,54.52,204707.0,20.19,2.38,State-based Party,1.0,False,False,5th Pass,Agriculture,ODISHA,Very Safe (>20%),Regional,Other
Odisha,BALASORE,3018389,Pratap Chandra Sarangi,0,51,12,1,19191000.0,0.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.08333333333333333,0.23529411764705882,BALASORE,Odisha,BALASORE,GEN,PRATAP CHANDRA SARANGI,M,BJP,483858.0,1157871.0,1531781.0,75.59,41.79,12956.0,1.12,2.78,National Party,1.0,False,True,Graduate,Social Work,ODISHA,Very Close (<5%),National,NDA
Odisha,BARGARH,3042424,PRADEEP PUROHIT,29,232,188,30,168642200.0,10021100.0,2,Repair and Renovation|Normal/Others,0.1595744680851064,0.8103448275862069,BARGARH,Odisha,BARGARH,GEN,Suresh Pujari,M,BJP,581245.0,1247912.0,1596290.0,78.18,46.58,63939.0,5.12,2.5,National Party,1.0,False,True,Post Graduate,Liberal Profession or Professional,ODISHA,Close (5-10%),National,NDA
Odisha,BERHAMPUR,3042425,DR. PRADEEP KUMAR PANIGRAHY,0,70,1,1,28150000.0,0.0,2,Normal/Others|Repair and Renovation,1.0,0.014285714285714285,BERHAMPUR,Odisha,BERHAMPUR,GEN,CHANDRA SEKHAR SAHU,M,BJD,443843.0,989910.0,1502455.0,65.89,44.84,94844.0,9.58,2.94,State-based Party,2.0,False,True,10th Pass,Social Work,ODISHA,Close (5-10%),Regional,Other
Odisha,BHADRAK(SC),3042795,AVIMANYU SETHI,12,272,205,13,144707000.0,4800000.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.06341463414634146,0.7536764705882353,BHADRAK,Odisha,BHADRAK,SC,MANJULATA MANDAL,F,BJD,513045.0,1225156.0,1661661.0,73.73,41.88,28791.0,2.35,2.7,State-based Party,1.0,False,False,Graduate,Business,ODISHA,Very Close (<5%),Regional,Other
Odisha,BHUBANESWAR,3017373,Smt Aparajita Sarangi,19,275,199,20,167250000.0,3000000.0,1,Normal/Others,0.10050251256281408,0.7236363636363636,BHUBANESWAR,Odisha,BHUBANESWAR,GEN,APARAJITA SARANGI,F,BJP,486991.0,1005215.0,1699678.0,59.14,48.45,23839.0,2.37,2.27,National Party,1.0,False,False,Graduate,Former Government,ODISHA,Very Close (<5%),National,NDA
Odisha,BOLANGIR,3017438,Smt Sangeeta Kumari Singh Deo,0,229,174,1,139000000.0,0.0,3,Trust and Society|Normal/Others|Repair and Renovation,0.005747126436781609,0.759825327510917,BOLANGIR,Odisha,BOLANGIR,GEN,Sangeeta Kumari Singh Deo,F,BJP,498086.0,1306705.0,1744446.0,74.91,38.12,19516.0,1.49,3.12,National Party,4.0,False,True,Graduate,Business,ODISHA,Very Close (<5%),National,NDA
Odisha,CUTTACK,3017437,Shri Bhartruhari Mahtab,58,303,263,59,183076000.0,13175000.0,2,Normal/Others|Repair and Renovation,0.22433460076045628,0.8679867986798679,CUTTACK,Odisha,CUTTACK,GEN,BHARTRUHARI MAHTAB,M,BJD,524592.0,1059490.0,1518996.0,69.75,49.51,121201.0,11.44,2.5,State-based Party,6.0,True,True,Post Graduate,Liberal Profession or Professional,ODISHA,Safe (10-20%),Regional,Other
Odisha,DHENKANAL,3042426,RUDRA NARAYAN PANY,0,74,21,1,73219000.0,0.0,2,Normal/Others|Repair and Renovation,0.047619047619047616,0.28378378378378377,DHENKANAL,Odisha,DHENKANAL,GEN,MAHESH SAHOO,M,BJD,522884.0,1131522.0,1504403.0,75.21,46.21,35412.0,3.13,2.44,State-based Party,1.0,False,False,12th Pass,Liberal Profession or Professional,ODISHA,Very Close (<5%),Regional,Other
Odisha,JAGATSINGHPUR(SC),3042427,BIBHU PRASAD TARAI,1,240,162,2,156069176.0,199588.0,1,Normal/Others,0.012345679012345678,0.675,JAGATSINGHPUR,Odisha,JAGATSINGHPUR,SC,RAJASHREE MALLICK,F,BJD,619985.0,1229190.0,1643595.0,74.79,50.44,271655.0,22.1,2.7,State-based Party,1.0,False,False,Graduate Professional,Liberal Profession or Professional,ODISHA,Very Safe (>20%),Regional,Other
Odisha,JAJPUR(SC),3042428,RABINDRA NARAYAN BEHERA,0,141,51,1,89030000.0,0.0,4,Normal/Others|Trust and Society|Bar and Associations|Repair and Renovation,0.0196078431372549,0.3617021276595745,JAJPUR,Odisha,JAJPUR,SC,SARMISTHA SETHI,F,BJD,544020.0,1092084.0,1475007.0,74.04,49.81,101693.0,9.31,2.38,State-based Party,1.0,False,False,Post Graduate,Former Government,ODISHA,Close (5-10%),Regional,Other
Odisha,KALAHANDI,3042429,MALVIKA DEVI,93,321,215,94,159233000.0,36698000.0,1,Normal/Others,0.4372093023255814,0.6697819314641744,KALAHANDI,Odisha,KALAHANDI,GEN,BASANTA KUMAR PANDA,M,BJP,433074.0,1228292.0,1611056.0,76.24,35.26,26814.0,2.18,3.33,National Party,1.0,False,False,12th Pass,Politics,ODISHA,Very Close (<5%),National,NDA
Odisha,KANDHAMAL,3043546,SUKANTA KUMAR PANIGRAHI,47,290,257,48,163687062.0,16298531.0,2,Repair and Renovation|Normal/Others,0.1867704280155642,0.8862068965517241,KANDHAMAL,Odisha,KANDHAMAL,GEN,ACHYUTANANDA SAMANTA,M,BJD,461679.0,941985.0,1288666.0,73.1,49.01,149216.0,15.84,2.7,State-based Party,1.0,False,False,Doctorate,Politics,ODISHA,Safe (10-20%),Regional,Other
Odisha,KENDRAPARA,3042430,BAIJAYANT PANDA,7,57,38,8,135770000.0,5800000.0,1,Normal/Others,0.21052631578947367,0.6666666666666666,KENDRAPARA,Odisha,KENDRAPARA,GEN,Anubhav Mohanty,M,BJD,630179.0,1238214.0,1710916.0,72.37,50.89,153581.0,12.4,2.38,State-based Party,1.0,False,False,Graduate,Business,ODISHA,Safe (10-20%),Regional,Other
Odisha,KEONJHAR(ST),3042431,ANANTA NAYAK,4,265,167,5,159035000.0,1300000.0,2,Normal/Others|Repair and Renovation,0.029940119760479042,0.630188679245283,KEONJHAR,Odisha,KEONJHAR,ST,Chandrani Murmu,F,BJD,526359.0,1176292.0,1516688.0,77.56,44.75,66203.0,5.63,2.78,State-based Party,1.0,False,False,Graduate Professional,Social Work,ODISHA,Close (5-10%),Regional,Other
Odisha,KORAPUT(ST),3018390,Saptagiri Sankar Ulaka,103,546,248,104,251179658.0,32559829.0,1,Normal/Others,0.41935483870967744,0.4542124542124542,KORAPUT,Odisha,KORAPUT,ST,SAPTAGIRI SANKAR ULAKA,M,INC,371129.0,1080161.0,1434384.0,75.3,34.36,3613.0,0.33,3.57,National Party,1.0,False,False,Graduate Professional,Salaried Work or Employed,ODISHA,Very Close (<5%),National,UPA
Odisha,MAYURBHANJ (ST),3042432,NABA CHARAN MAJHI,18,155,99,19,154300000.0,9300000.0,2,Normal/Others|Repair and Renovation,0.1919191919191919,0.6387096774193548,MAYURBHANJ,Odisha,MAYURBHANJ,ST,BISHWESWAR TUDU,M,BJP,483812.0,1150357.0,1493205.0,77.04,42.06,25256.0,2.2,2.86,National Party,1.0,False,False,10th Pass,Social Work,ODISHA,Very Close (<5%),National,NDA
Odisha,NABARANGPUR(ST),3042433,BALABHADRA MAJHI,2,221,180,3,170500000.0,1000000.0,3,Trust and Society|Normal/Others|Repair and Renovation,0.016666666666666666,0.8144796380090498,NABARANGPUR,Odisha,NABARANGPUR,ST,RAMESH CHANDRA MAJHI,M,BJD,392504.0,1159700.0,1461004.0,79.38,33.85,41634.0,3.59,3.45,State-based Party,1.0,False,False,Graduate,Business,ODISHA,Very Close (<5%),Regional,Other
Odisha,PURI,3042434,SAMBIT PATRA,456,671,619,457,147197050.0,22638525.0,2,Normal/Others|Repair and Renovation,0.7382875605815832,0.9225037257824144,PURI,Odisha,PURI,GEN,PINAKI MISRA,M,BJD,538321.0,1135620.0,1562331.0,72.69,47.4,11714.0,1.03,2.27,State-based Party,4.0,True,True,Graduate Professional,Liberal Profession or Professional,ODISHA,Very Close (<5%),Regional,Other
Odisha,SAMBALPUR,3042435,DHARMENDRA PRADHAN,0,123,83,0,161306000.0,0.0,2,Normal/Others|Repair and Renovation,0.0,0.6747967479674797,SAMBALPUR,Odisha,SAMBALPUR,GEN,NITESH GANGA DEB,M,BJP,473770.0,1124455.0,1468530.0,76.57,42.13,9162.0,0.81,2.78,National Party,1.0,False,False,12th Pass,Politics,ODISHA,Very Close (<5%),National,NDA
Odisha,SUNDARGARH (ST),3017435,Shri Jual Oram,8,195,177,9,213266512.0,4960000.0,1,Normal/Others,0.05084745762711865,0.9076923076923077,SUNDARGARH,Odisha,SUNDARGARH,ST,Jual Oram,M,BJP,500056.0,1100129.0,1531525.0,71.83,45.45,223065.0,20.28,3.03,National Party,5.0,True,True,Others,Agriculture,ODISHA,Very Safe (>20%),National,NDA
Puducherry,Puducherry,3019122,Vaithilingam Ve,3,69,21,4,163747084.0,2724542.0,1,Normal/Others,0.19047619047619047,0.30434782608695654,PUDUCHERRY,Puducherry,PUDUCHERRY,GEN,Ve. VAITHILINGAM,M,INC,444981.0,790760.0,973410.0,81.24,56.27,197025.0,24.92,2.38,National Party,1.0,False,False,Graduate,Agriculture,PUDUCHERRY,Very Safe (>20%),National,UPA
Punjab,AMRITSAR,3017446,Shri Gurjeet Singh Aujla,74,226,208,75,169002027.0,30816662.0,2,Normal/Others|Repair and Renovation,0.3605769230769231,0.9203539823008849,AMRITSAR,Punjab,AMRITSAR,GEN,GURJEET SINGH AUJLA,M,INC,445032.0,859513.0,1507875.0,57.0,51.78,99626.0,11.59,2.33,National Party,1.0,False,False,12th Pass,Small Business or Self-employed,PUNJAB,Safe (10-20%),National,UPA
Punjab,ANANDPUR SAHIB,3042796,MALVINDER SINGH KANG,96,317,260,97,209158746.0,34511555.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.3730769230769231,0.8201892744479495,ANANDPUR SAHIB,Punjab,ANANDPUR SAHIB,GEN,Manish Tewari,M,INC,428045.0,1081727.0,1698876.0,63.67,39.57,46884.0,4.33,3.33,National Party,2.0,False,False,Graduate Professional,Liberal Profession or Professional,PUNJAB,Very Close (<5%),National,UPA
Punjab,BHATINDA,3019127,Smt Harsimrat Kaur Badal,114,316,311,115,220510008.0,36428704.0,2,Normal/Others|Repair and Renovation,0.36977491961414793,0.9841772151898734,BHATINDA,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,BHATINDA,3042436,HARSIMRAT KAUR BADAL,0,1,1,1,0.0,0.0,0,,1.0,1.0,BHATINDA,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,FARIDKOT(SC),3042437,SARABJEET SINGH KHALSA,225,433,427,226,200939900.0,49255480.0,1,Normal/Others,0.5292740046838408,0.9861431870669746,FARIDKOT,Punjab,FARIDKOT,SC,Mohammad Sadique,M,INC,419065.0,974947.0,1541971.0,63.23,42.98,83256.0,8.54,3.23,National Party,1.0,False,False,5th Pass,Liberal Profession or Professional,PUNJAB,Close (5-10%),National,UPA
Punjab,FATEHGARH SAHIB(SC),3017445,Shri Amar Singh,47,229,205,48,151539248.0,15814427.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.23414634146341465,0.8951965065502183,FATEHGARH SAHIB,Punjab,FATEHGARH SAHIB,SC,AMAR SINGH,M,INC,411651.0,985948.0,1502861.0,65.6,41.75,93898.0,9.52,3.45,National Party,1.0,False,False,Post Graduate,Former Government,PUNJAB,Close (5-10%),National,UPA
Punjab,FIROZPUR,3042438,SHER SINGH GHUBAYA,290,395,395,291,195816102.0,69204051.0,1,Normal/Others,0.7367088607594937,1.0,FIROZPUR,Punjab,FIROZPUR,GEN,SUKHBIR SINGH BADAL,M,SAD,633427.0,1172033.0,1618419.0,72.42,54.05,198850.0,16.97,2.33,State-based Party,4.0,False,False,Post Graduate,Politics,PUNJAB,Safe (10-20%),Regional,NDA
Punjab,GURDASPUR,3042439,SUKHJINDER SINGH RANDHAWA,56,282,263,57,182530394.0,8561447.0,2,Normal/Others|Trust and Society,0.21673003802281368,0.9326241134751773,GURDASPUR,Punjab,GURDASPUR,GEN,SUNNY DEOL,M,BJP,558719.0,1103887.0,1595284.0,69.2,50.61,82459.0,7.47,2.22,National Party,1.0,False,False,Others,Business,PUNJAB,Close (5-10%),National,NDA
Punjab,HOSHIARPUR(SC),3042440,DR. RAJ KUMAR CHABBEWAL,88,251,248,89,192213114.0,32310975.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.3588709677419355,0.9880478087649402,HOSHIARPUR,Punjab,HOSHIARPUR,SC,SOM PARKASH,M,BJP,421320.0,990791.0,1597500.0,62.02,42.52,48530.0,4.9,2.94,National Party,1.0,False,False,Post Graduate,Former Government,PUNJAB,Very Close (<5%),National,NDA
Punjab,JALANDHAR(SC),3042441,CHARANJIT SINGH CHANNI,49,153,153,50,77648672.0,14424628.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.32679738562091504,1.0,JALANDHAR,Punjab,JALANDHAR,SC,Santokh Singh Chaudhary,M,INC,385712.0,1018998.0,1617018.0,63.02,37.85,19491.0,1.91,3.23,National Party,2.0,True,True,Graduate Professional,Business,PUNJAB,Very Close (<5%),National,UPA
Punjab,LUDHIANA,3042442,AMRINDER SINGH RAJA WARRING,46,242,196,47,170139136.0,13604132.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.23979591836734693,0.8099173553719008,LUDHIANA,Punjab,LUDHIANA,GEN,RAVNEET SINGH BITTU,M,INC,383795.0,1046955.0,1683325.0,62.2,36.66,76372.0,7.29,3.33,National Party,3.0,True,True,12th Pass,Agriculture,PUNJAB,Close (5-10%),National,UPA
Punjab,PATIALA,3043498,DR DHARAMVIRA GANDHI,22,329,272,23,169203144.0,5489572.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.08455882352941177,0.8267477203647416,PATIALA,Punjab,PATIALA,GEN,Preneet Kaur,F,INC,532027.0,1177903.0,1739600.0,67.71,45.17,162718.0,13.81,3.12,National Party,4.0,False,True,Graduate,Business,PUNJAB,Safe (10-20%),National,UPA
