tenure_label,house,state_id,state_name,mp_id,mp_name,mp_tenure,allocated_cr,recommended_cr,sanctioned_cr,completed_cr,expenditure_cr,calamity_cr,n_recommended,n_sanctioned,n_completed
Rajya Sabha,Rajya Sabha,6,Bihar,3042570,Dr. Bhim Singh,2024-30,18.62,14.724,13.0946,9.317,12.23,0.0,297,276,231
Rajya Sabha,Rajya Sabha,6,Bihar,3043338,Smt. Dharmshila Gupta,2024-30,18.62,15.6597,12.8198,9.8978,11.67,0.0,121,97,76
Rajya Sabha,Rajya Sabha,6,Bihar,3043454,Shri Sanjay Kumar Jha,2024-30,18.62,0.7125,0.6225,0.2365,0.4889,0.0,7,6,2
Rajya Sabha,Rajya Sabha,6,Bihar,3043455,Shri Sanjay Yadav,2024-30,18.62,7.7948,3.4477,0.0,0.0,0.0,52,23,0
Rajya Sabha,Rajya Sabha,6,Bihar,3046284,Shri Manan Kumar Mishra,2024-28,23.53,4.7026,4.6126,2.3806,2.91,0.0,48,46,25
Rajya Sabha,Rajya Sabha,6,Bihar,3046285,Shri Upendra Kushwaha,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,6,Bihar,3064962,Shri Shivesh Kumar,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,7,Chandigarh,3044092,Shri Satnam Singh Sandhu,2024-30,14.7,1.87,0.93,0.12,0.7115,0.0,19,8,1
Rajya Sabha,Rajya Sabha,8,Chhattisgarh,3017318,Shri Rajeev Shukla,2022-28,27.12,5.248,4.598,3.104,3.96,0.0,30,22,3
Rajya Sabha,Rajya Sabha,8,Chhattisgarh,3017500,Smt. Phulo Devi Netam,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,8,Chhattisgarh,3017501,Smt. Ranjeet Ranjan,2022-28,24.68,21.3724,18.5763,11.5623,16.78,0.0,251,220,145
Rajya Sabha,Rajya Sabha,8,Chhattisgarh,3043409,Shri Devendra Pratap Singh,2024-30,17.08,1.2936,1.0936,0.1443,0.5093,0.0,12,9,1
Rajya Sabha,Rajya Sabha,11,Delhi,3020005,Shri Sanjay Singh,2024-30,18.45,10.708,5.1496,0.2722,1.04,1.0,87,49,3
Rajya Sabha,Rajya Sabha,11,Delhi,3020006,Shri Narain Dass Gupta,2024-30,16.08,6.0327,4.7233,0.3689,0.9139,1.0,32,24,2
Rajya Sabha,Rajya Sabha,11,Delhi,3045897,Ms. Swati Maliwal,2024-30,14.7,1.06,0.0,0.0,0.0,0.0,3,0,0
Rajya Sabha,Rajya Sabha,11,Delhi,3061061,Dr. Meenakshi Jain,2025-31,7.35,2.0905,0.2922,0.0,0.0,0.0,10,3,0
Rajya Sabha,Rajya Sabha,12,Goa,3022960,Shri Sadanand Mhalu Shet Tanavade,2023-29,17.15,9.7705,3.0918,1.7939,2.62,0.0,34,10,6
Rajya Sabha,Rajya Sabha,27,Gujarat,3017212,Shri Narhari Amin,2020-26,19.61,19.0562,15.9327,3.6771,8.06,0.25,169,139,26
Rajya Sabha,Rajya Sabha,27,Gujarat,3017218,Shri Mokariya Rambhai,2021-26,19.61,19.3771,13.9621,4.6845,5.14,0.0,394,283,107
Rajya Sabha,Rajya Sabha,27,Gujarat,3017220,Shri Shaktisinh Gohil,2020-26,19.61,18.9101,13.8257,4.3533,6.4,0.0,498,389,149
Rajya Sabha,Rajya Sabha,27,Gujarat,3017221,Smt. Ramilaben Becharbhai Bara,2020-26,19.61,19.6061,19.1061,13.4402,15.38,0.0,676,674,517
Rajya Sabha,Rajya Sabha,27,Gujarat,3025895,Shri Babubhai Jesangbhai Desai,2023-29,17.15,10.8033,10.4833,5.8467,7.62,0.0,202,197,124
Rajya Sabha,Rajya Sabha,27,Gujarat,3026513,Shri Kesridevsinh Jhala,2023-29,17.15,9.3409,6.7879,0.6851,1.22,0.0,108,97,14
Rajya Sabha,Rajya Sabha,27,Gujarat,3027305,Shri S. Jaishankar,2023-29,17.15,12.2237,12.2237,1.8028,2.26,0.0,64,64,38
Rajya Sabha,Rajya Sabha,27,Gujarat,3042558,Dr. Parmar Jashvantsinh Salamsinh,2024-30,14.7,9.3602,6.9671,1.1789,2.78,0.25,299,260,48
Rajya Sabha,Rajya Sabha,27,Gujarat,3042561,Shri Govindbhai Laljibhai Dholakia,2024-30,14.7,13.2681,8.8331,1.2555,1.88,0.0,117,102,39
Rajya Sabha,Rajya Sabha,27,Gujarat,3045962,Shri Mayank kumar Nayak,2024-30,14.7,7.2731,4.9792,0.48,1.34,0.0,142,102,12
Rajya Sabha,Rajya Sabha,27,Gujarat,3046565,Shri Jagat Prakash Nadda,2024-30,14.7,4.93,0.0,0.0,0.0,0.0,74,0,0
Rajya Sabha,Rajya Sabha,14,Haryana,3017503,Shri Kartikeya Sharma,2022-28,19.6,6.0409,3.7209,0.0,0.1161,0.0,61,39,0
Rajya Sabha,Rajya Sabha,14,Haryana,3045909,Shri Subhash Barala,2024-30,14.7,7.4046,6.0852,0.128,2.33,0.0,69,52,2
Rajya Sabha,Rajya Sabha,14,Haryana,3049850,Smt. Rekha Sharma,2024-28,9.8,4.3825,3.9345,0.0,0.7759,0.0,56,53,0
Rajya Sabha,Rajya Sabha,14,Haryana,3064657,Shri Sanjay Bhatia,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,14,Haryana,3064963,Shri Karamvir Singh Boudh,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,15,Himachal Pradesh,3017229,Dr. Sikander Kumar,2022-28,20.79,16.2003,14.8053,5.8187,11.99,0.0,366,335,118
Rajya Sabha,Rajya Sabha,15,Himachal Pradesh,3017230,Ms. Indu Bala Goswami,2020-26,18.42,18.3772,17.1162,7.7818,13.68,0.0,545,508,232
Rajya Sabha,Rajya Sabha,15,Himachal Pradesh,3042922,Shri Harsh Mahajan,2024-30,14.7,10.7335,9.4136,1.5185,7.03,0.0,418,370,62
Rajya Sabha,Rajya Sabha,15,Himachal Pradesh,3064835,Shri Anurag Sharma,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,16,Jammu And Kashmir,3019254,Shri Gulam Ali,2022-28,19.61,14.358,14.003,12.6004,13.34,0.0,179,170,154
Rajya Sabha,Rajya Sabha,16,Jammu And Kashmir,3026800,Dummy Rajya Sabha MP,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,16,Jammu And Kashmir,3060561,Shri Sat Paul Sharma,2025-31,7.35,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,16,Jammu And Kashmir,3061955,Shri Gurwinder Singh Oberoi,2025-31,7.35,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,16,Jammu And Kashmir,3063547,Shri Chowdry Mohammad Ramzan,2025-31,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,16,Jammu And Kashmir,3063548,Shri Sajjad Ahmad Kichloo,2025-31,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,17,Jharkhand,3017184,Smt. Mahua Maji,2022-28,23.25,17.3468,16.9236,8.0639,15.78,0.0,334,325,149
Rajya Sabha,Rajya Sabha,17,Jharkhand,3017232,Shri Aditya Prasad,2022-28,22.76,17.8982,16.9483,11.2188,15.36,0.0,219,209,137
Rajya Sabha,Rajya Sabha,17,Jharkhand,3017233,Shri Deepak Prakash,2020-26,22.76,22.7609,22.2486,9.414,20.25,0.0,364,357,146
Rajya Sabha,Rajya Sabha,17,Jharkhand,3043536,Shri Pradip Kumar Varma,2024-30,17.86,12.4718,10.8728,1.9085,8.55,0.0,169,149,23
Rajya Sabha,Rajya Sabha,17,Jharkhand,3045173,Dr. Sarfraz Ahmad,2024-30,17.86,10.7199,9.3549,1.7943,6.24,0.0,248,209,15
Rajya Sabha,Rajya Sabha,18,Karnataka,3017235,Shri Jaggesh,2022-28,19.61,17.9472,14.1372,4.7882,12.76,0.0,192,162,61
Rajya Sabha,Rajya Sabha,18,Karnataka,3017237,Shri G.C. Chandrashekhar,2024-30,14.7,10.2474,7.4374,1.1984,5.6,0.0,175,131,24
Rajya Sabha,Rajya Sabha,18,Karnataka,3017240,Shri H.D. Devegowda,2020-26,17.16,16.9817,9.4117,3.5567,7.28,0.0,456,239,98
Rajya Sabha,Rajya Sabha,18,Karnataka,3017241,Shri Iranna Kadadi,2020-26,17.94,17.9439,11.1062,3.2987,8.82,0.0,247,147,52
Rajya Sabha,Rajya Sabha,18,Karnataka,3017242,Shri Mallikarjun Kharge,2020-26,19.61,19.6,13.835,0.0,4.39,0.0,94,72,0
Rajya Sabha,Rajya Sabha,18,Karnataka,3017243,Smt. Nirmala Sitharaman,2022-28,21.6,17.2686,7.2686,3.19,6.14,0.0,23,9,1
Rajya Sabha,Rajya Sabha,18,Karnataka,3017244,Shri Narayana Koragappa,2020-26,19.61,19.6062,14.4913,2.4426,12.1,0.0,173,133,34
Rajya Sabha,Rajya Sabha,18,Karnataka,3019248,Shri Jairam Ramesh,2022-28,22.06,16.0448,9.2948,1.1698,6.82,0.0,127,74,7
Rajya Sabha,Rajya Sabha,18,Karnataka,3019249,Shri Lahar Singh Siroya,2022-28,20.63,3.2648,0.1998,0.0498,0.1998,0.0,14,2,1
Rajya Sabha,Rajya Sabha,18,Karnataka,3019253,Dr. Dharmasthala Veerendra Heggade,2022-28,19.61,12.7731,8.8077,1.9634,4.19,0.0,470,443,289
Rajya Sabha,Rajya Sabha,18,Karnataka,3042566,Dr. Syed Naseer Hussain,2024-30,14.7,9.8,7.295,0.0,4.78,0.0,60,44,0
Rajya Sabha,Rajya Sabha,18,Karnataka,3044073,Smt. Sudha Murty,2024-30,14.7,9.8,8.8,0.0,6.6,0.0,9,7,0
Rajya Sabha,Rajya Sabha,18,Karnataka,3044066,Shri Narayanasa K. Bhandage,2024-30,14.74,9.2044,8.1654,3.3339,7.45,0.0,130,111,71
Rajya Sabha,Rajya Sabha,18,Karnataka,3047757,Shri Ajay Makan,2024-30,14.7,4.495,2.745,0.0,1.67,0.0,11,6,0
Rajya Sabha,Rajya Sabha,36,Kerala,3017245,Dr. V. Sivadasan,2021-27,27.67,15.0493,9.2993,0.6055,1.46,0.25,51,43,9
Rajya Sabha,Rajya Sabha,36,Kerala,3017246,Shri A. A. Rahim,2022-28,22.06,10.4213,10.1433,2.0003,3.83,0.25,60,56,12
Rajya Sabha,Rajya Sabha,36,Kerala,3017247,Shri Abdul Wahab,2021-27,31.09,24.9849,13.6899,3.3994,7.5,0.1,319,185,64
Rajya Sabha,Rajya Sabha,36,Kerala,3017250,Dr. John Brittas,2021-27,24.51,16.0037,9.1442,4.6102,5.38,1.0,114,58,31
Rajya Sabha,Rajya Sabha,36,Kerala,3017251,Shri Jose K. Mani,2024-30,12.25,6.9589,4.1769,0.4549,0.9869,0.25,131,96,13
Rajya Sabha,Rajya Sabha,36,Kerala,3017252,Shri Sandosh Kumar P,2022-28,22.06,14.2505,7.5075,2.3791,4.3,0.25,100,54,23
Rajya Sabha,Rajya Sabha,36,Kerala,3017253,Smt. Jebi Mather Hisham,2022-28,22.06,13.939,10.6905,2.9491,4.43,0.0,113,85,28
Rajya Sabha,Rajya Sabha,36,Kerala,3019257,Smt. P. T. Usha,2022-28,19.61,12.3708,8.2658,3.3958,4.24,0.1,110,79,31
Rajya Sabha,Rajya Sabha,36,Kerala,3043324,Shri Haris Beeran,2024-30,12.25,5.6743,4.0043,0.2975,1.16,0.0,114,74,3
Rajya Sabha,Rajya Sabha,36,Kerala,3046257,Shri P. P. Suneer,2024-30,12.25,6.154,2.531,0.2753,0.7651,1.0,73,37,5
Rajya Sabha,Rajya Sabha,36,Kerala,3056873,Shri C. Sadanandan Master,2025-31,7.35,2.243,0.28,0.0,0.0,0.0,38,3,0
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3017179,Dr. Sumer Singh Solanki,2020-26,19.76,19.755,18.961,5.7179,16.9,0.0,275,265,143
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3017254,Dr. Kavita Patidar,2022-28,19.71,14.7907,13.9777,6.8877,10.58,0.0,215,207,130
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3017255,Dr. L. Murugan,2024-30,14.7,7.495,5.795,0.05,3.38,0.0,34,27,1
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3017257,Shri Vivek K. Tankha,2022-28,22.06,16.4142,13.1229,2.6666,9.89,0.0,447,356,80
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3017258,Smt. Sumitra Balmik,2022-28,19.61,14.6875,14.3991,5.521,13.78,0.0,139,135,49
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3017508,Shri Digvijaya Singh,2020-26,18.05,18.0014,13.2241,2.4899,10.07,0.0,390,290,56
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3042554,Shri Ashok Singh,2024-30,14.7,4.3089,2.36,0.0,1.25,0.0,83,37,0
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3042567,Shri Balyogi Umeshnath,2024-30,14.7,8.5446,5.9196,0.0,3.02,0.0,77,60,0
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3043035,Smt. Maya Naroliya,2024-30,14.7,9.2813,8.1991,0.4496,5.31,0.0,130,117,5
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3043966,Shri Banshilal Gurjar,2024-30,14.7,4.7404,4.264,0.22,3.47,0.0,54,46,3
Rajya Sabha,Rajya Sabha,20,Madhya Pradesh,3047198,Shri George Kurian,2024-26,7.35,7.3497,5.9479,1.3895,3.55,0.0,61,47,12
Rajya Sabha,Rajya Sabha,21,Maharashtra,3017259,Dr. Anil Sukhdeorao Bonde,2022-28,19.61,14.1209,9.4049,0.1788,7.38,0.0,141,88,1
Rajya Sabha,Rajya Sabha,21,Maharashtra,3017263,Shri Dhananjay Bhimrao Mahadik,2022-28,22.04,10.6702,4.5976,2.6847,4.05,0.0,124,38,25
Rajya Sabha,Rajya Sabha,21,Maharashtra,3017264,Shri Imran Pratapgarhi,2022-28,19.6,14.2959,10.2959,2.2961,9.07,0.0,108,72,30
Rajya Sabha,Rajya Sabha,21,Maharashtra,3017267,Shri Sanjay Raut,2022-28,19.61,14.5166,13.2466,0.1699,6.12,0.0,59,52,2
Rajya Sabha,Rajya Sabha,21,Maharashtra,3042556,Dr. Medha Vishram Kulkarni,2024-30,14.7,9.2439,3.6999,0.2999,3.32,0.0,100,40,2
Rajya Sabha,Rajya Sabha,21,Maharashtra,3042557,Shri Ashokrao Shankarrao Chavan,2024-30,14.7,4.0898,0.1498,0.05,0.1497,0.0,31,2,1
Rajya Sabha,Rajya Sabha,21,Maharashtra,3042559,Shri Milind Murli Deora,2024-30,14.7,2.513,0.175,0.0,0.0,0.0,17,2,0
Rajya Sabha,Rajya Sabha,21,Maharashtra,3042560,Shri Chandrakant Damodar Handore,2024-30,14.7,9.7454,9.2454,1.2954,9.1,0.0,27,26,8
Rajya Sabha,Rajya Sabha,21,Maharashtra,3042562,Dr. Ajeet Madhavrao Gopchade,2024-30,14.7,9.7882,4.2582,2.3919,4.06,0.0,82,40,23
Rajya Sabha,Rajya Sabha,21,Maharashtra,3042564,Shri Praful Patel,2024-30,14.7,6.0065,3.295,1.4712,1.72,0.0,89,48,21
Rajya Sabha,Rajya Sabha,21,Maharashtra,3048864,Shri Nitin Laxmanrao Jadhav Patil,2024-28,12.25,7.245,5.645,0.0,0.0,0.0,60,48,0
Rajya Sabha,Rajya Sabha,21,Maharashtra,3061108,Shri Ujjwal Deorao Nikam,2025-2031,7.35,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,21,Maharashtra,3064688,Shri Ramrao Sakharam Wadkute,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,21,Maharashtra,3064779,Shri Vinod Shridhar Tawde,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,22,Manipur,3017278,Shri Maharaja Sanajaoba Leishemba,2020-26,17.16,17.15,17.15,0.85,14.94,0.0,49,49,6
Rajya Sabha,Rajya Sabha,23,Meghalaya,3017279,Dr. Wanweiroy Kharlukhi,2020-26,14.95,14.9063,13.8718,5.0818,11.31,0.0,173,157,60
Rajya Sabha,Rajya Sabha,13,Mizoram,3017280,Shri K. Vanlalvena,2020-26,17.16,17.155,14.575,4.075,13.86,0.0,233,196,41
Rajya Sabha,Rajya Sabha,24,Nagaland,3017509,Smt. S. Phangnon Konyak,2022-28,20.66,18.0287,16.3663,14.4763,16.18,0.0,66,62,57
Rajya Sabha,Rajya Sabha,25,Odisha,3017365,Dr. Sasmit Patra,2022-28,19.61,13.0386,7.6683,0.86,2.67,0.0,244,157,17
Rajya Sabha,Rajya Sabha,25,Odisha,3017366,Shri Manas Ranjan Mangaraj,2022-28,19.61,4.2045,2.1405,0.0,1.15,0.0,91,46,0
Rajya Sabha,Rajya Sabha,25,Odisha,3017368,Shri Ashwini Vaishnaw,2024-30,26.56,10.2594,8.55,0.1,1.15,0.0,14,10,1
Rajya Sabha,Rajya Sabha,25,Odisha,3017372,Smt. Sulata Deo,2022-28,19.61,14.6686,13.5636,4.1528,8.16,0.0,282,259,88
Rajya Sabha,Rajya Sabha,25,Odisha,3042553,Shri Subhasish Khuntia,2024-30,14.7,7.615,5.44,0.07,0.16,0.0,178,131,2
Rajya Sabha,Rajya Sabha,25,Odisha,3046564,Shri Debashish Samantaray,2024-30,14.7,12.32,9.69,6.67,8.52,0.0,245,202,139
Rajya Sabha,Rajya Sabha,25,Odisha,3049783,Shri Sujeet Kumar,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,25,Odisha,3064658,Shri Dilip Kumar Ray,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,25,Odisha,3064961,Dr. Santrupt Misra,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,26,Puducherry,3017281,Shri S. Selvaganabathy,2021-27,27.13,20.0132,15.9605,3.9978,8.74,0.0,77,49,17
Rajya Sabha,Rajya Sabha,1,Punjab,3017282,Shri Sant Balbir Singh,2022-28,19.64,14.5933,14.3667,8.2756,12.64,0.0,305,297,178
Rajya Sabha,Rajya Sabha,1,Punjab,3017283,Shri Harbhajan Singh,2022-28,22.1,14.3803,14.0603,4.5322,8.9,1.0,153,150,69
Rajya Sabha,Rajya Sabha,1,Punjab,3017510,Shri Raghav Chadha,2022-28,23.72,4.4586,4.4586,0.7086,3.18,0.0,6,6,4
Rajya Sabha,Rajya Sabha,1,Punjab,3017511,Shri Sandeep Kumar Pathak,2022-28,23.22,17.2387,16.9887,1.6104,9.95,1.0,217,215,19
Rajya Sabha,Rajya Sabha,1,Punjab,3019258,Dr. Ashok Kumar Mittal,2022-28,22.25,8.754,7.854,2.4535,3.44,1.0,44,40,14
Rajya Sabha,Rajya Sabha,1,Punjab,3019259,Dr. Vikramjit Singh Sahney,2022-28,19.87,15.264,13.4807,5.4764,9.74,1.0,53,49,23
Rajya Sabha,Rajya Sabha,1,Punjab,3060764,Shri Rajinder Gupta,2025-28,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,28,Rajasthan,3017287,Shri Ghanshyam Tiwari,2022-28,19.61,8.5007,6.0307,2.225,4.35,0.0,78,56,19
Rajya Sabha,Rajya Sabha,28,Rajasthan,3017288,Shri Mukul Balkrishna Wasnik,2022-28,19.61,14.5495,13.7295,5.2227,10.79,0.0,158,153,67
Rajya Sabha,Rajya Sabha,28,Rajasthan,3017289,Shri Pramod Tiwari,2022-28,19.61,12.7449,12.0849,4.2651,9.29,0.0,117,109,40
Rajya Sabha,Rajya Sabha,28,Rajasthan,3017290,Shri Randeep Singh Surjewala,2022-28,19.61,12.5146,9.3446,2.097,5.43,0.0,134,110,30
Rajya Sabha,Rajya Sabha,28,Rajasthan,3017293,Shri Rajendra Gehlot,2020-26,15.01,14.6615,12.4645,7.6081,9.47,0.0,176,150,83
Rajya Sabha,Rajya Sabha,28,Rajasthan,3017512,Shri Neeraj Dangi,2020-26,17.16,17.0659,13.8201,5.4377,8.83,0.0,152,134,67
Rajya Sabha,Rajya Sabha,28,Rajasthan,3042555,Shri Chunnilal Garasiya,2024-30,14.7,9.5091,9.2779,1.992,6.87,0.0,135,112,13
Rajya Sabha,Rajya Sabha,28,Rajasthan,3042565,Smt. Sonia Gandhi,2024-30,14.7,10.935,9.185,2.3352,6.54,0.0,113,95,27
Rajya Sabha,Rajya Sabha,28,Rajasthan,3042568,Shri Madan Rathore,2024-30,14.7,10.0945,5.7095,0.5856,2.43,0.0,125,78,9
Rajya Sabha,Rajya Sabha,28,Rajasthan,3046750,Shri Ravneet Singh,2024-26,7.35,7.1232,3.5732,0.1883,1.02,0.0,53,31,2
Rajya Sabha,Rajya Sabha,29,Sikkim,3042552,Shri Dorjee Tshering Lepcha,2024-30,14.7,9.7997,9.6897,0.0247,8.59,0.0,94,93,1
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017168,Shri Ilaiyaraaja,2022-28,22.06,5.1974,4.4874,1.3374,4.37,0.0,27,21,2
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017170,Shri R. Dharmar,2022-28,26.05,25.0142,20.6942,17.7717,20.69,0.0,241,193,158
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3061320,Shri P. Wilson,2025-31,8.89,2.94,1.0,0.0,0.7993,0.0,11,2,0
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017300,Dr. M. Thambidurai,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017301,Shri Tiruchi Siva,2026-32,4.9,0.0,0.0,0.0,0.0,0.0,0,0,0
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017304,Shri S. Kalyanasundaram,2022-28,23.94,22.3981,18.1021,13.6597,16.52,0.0,165,140,110
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017305,Shri R. Girirajan,2022-28,23.6,17.6364,14.7354,9.6466,12.72,0.0,221,170,104
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017307,Shri P. Chidambaram,2022-28,23.6,17.9969,15.7508,6.3398,12.0,0.0,143,131,64
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3017308,Shri K.R.N. Rajeshkumar,2022-28,23.82,18.7912,17.5912,12.3623,13.52,0.0,103,100,78
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3056872,Smt. Rajathi,2025-31,8.89,5.15,1.25,1.0,1.0,0.0,43,19,16
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3058540,Shri Kamal Haasan,2025-31,8.89,2.12,0.0,0.0,0.0,0.0,4,0,0
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3059270,Shri S.R. Sivalingam,2025-31,8.89,3.8997,3.1657,0.3747,2.74,0.0,32,27,5
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3059272,Shri I.S. Inbadurai,2025-31,8.89,3.9065,1.0699,0.0,0.3345,0.0,56,22,0
