tenure_label,tenure_id,house,state_id,state_name,constituency_id,constituency_name,mp_id,mp_name,allocated,recommended,sanctioned,completed,expenditure_cr,calamity_cr,n_recommended,n_sanctioned,n_completed,tenure,margin_pct,winner_party,competitiveness,rec_pct,sanc_pct,comp_pct,sanc_yield,comp_yield
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,21,KADAPA,3018943,Y S Avinash Reddy,15.64,11.8858,6.841,1.8231,3.13,0.0,292,161,29,18th Lok Sabha,4.74,Yuvajana Sramika Rythu Congress Party,marginal,75.99616368286445,43.74040920716112,11.656649616368286,57.55607531676455,26.649612629732495
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,22,MACHILIPATNAM,3018342,Balashowry Vallabbhaneni,14.7,3.5126,3.1384,0.276,0.7765,0.0,49,41,7,18th Lok Sabha,17.01,Janasena Party,safe,23.895238095238096,21.34965986394558,1.8775510204081634,89.34692250754426,8.794290084119297
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,23,KURNOOL,3042287,BASTIPATI NAGARAJU PANCHALINGALA,16.0,6.2034,4.8534,4.3534,4.4,0.0,158,153,143,18th Lok Sabha,8.36,Telugu Desam,competitive,38.77125,30.33375,27.20875,78.23774059386787,89.69794370956443
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,24,VIZIANAGARAM,3042294,Appalanaidu Kalisetti,14.7,4.8908,4.8778,1.0172,1.59,0.0,91,90,26,18th Lok Sabha,19.19,Telugu Desam,safe,33.27074829931973,33.182312925170066,6.919727891156464,99.73419481475423,20.853663536840383
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,25,CHITTOOR,3042282,DAGGUMALLA PRASADA RAO,14.7,9.6986,9.6336,0.2996,7.05,0.0,144,142,7,18th Lok Sabha,15.54,Telugu Desam,safe,65.97687074829933,65.53469387755102,2.038095238095238,99.32980017734516,3.1099485135359575
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,26,RAJAMPET,3018941,Midhun Reddy,17.9,12.681,11.8465,0.9459,4.12,0.0,384,357,37,18th Lok Sabha,5.71,Yuvajana Sramika Rythu Congress Party,competitive,70.84357541899442,66.18156424581007,5.284357541899442,93.41928869962938,7.984636812560672
18th Lok Sabha,7,Lok Sabha,2,Andhra Pradesh,27,KAKINADA,3042286,TANGELLA UDAY SRINIVAS,14.7,3.915,2.665,0.525,1.54,0.0,19,17,3,18th Lok Sabha,17.26,Janasena Party,safe,26.63265306122449,18.129251700680275,3.5714285714285716,68.07151979565772,19.69981238273921
18th Lok Sabha,7,Lok Sabha,3,Arunachal Pradesh,28,ARUNACHAL WEST,3018950,Kiren Rijiju,14.7,9.428,8.758,2.803,8.71,0.0,131,126,44,18th Lok Sabha,25.2,Bharatiya Janata Party,safe,64.13605442176872,59.578231292517,19.068027210884356,92.8935086974968,32.00502397807719
18th Lok Sabha,7,Lok Sabha,3,Arunachal Pradesh,29,ARUNACHAL EAST,3017378,Shri Tapir Gao,14.7,9.7593,9.7593,4.1893,9.75,0.0,111,111,46,18th Lok Sabha,9.41,Bharatiya Janata Party,competitive,66.38979591836734,66.38979591836734,28.498639455782314,100.0,42.92623446353735
18th Lok Sabha,7,Lok Sabha,5,Assam,30,BARPETA,3042295,PHANI BHUSAN CHOUDHURY,14.7,9.2728,5.3558,0.1,3.25,0.0,89,52,1,18th Lok Sabha,13.19,Asom Gana Parishad,competitive,63.08027210884354,36.43401360544218,0.6802721088435374,57.75817444569063,1.867134695096904
18th Lok Sabha,7,Lok Sabha,5,Assam,31,Darrang-Udalguri,3018955,Dilip Saikia,14.7,7.365,4.13,0.0,1.86,0.0,230,129,0,18th Lok Sabha,18.17,Bharatiya Janata Party,safe,50.102040816326536,28.095238095238095,0.0,56.07603530210455,0.0
18th Lok Sabha,7,Lok Sabha,5,Assam,32,LAKHIMPUR,3018347,Pradan Baruah,14.7,7.505,6.175,0.0,4.81,0.0,142,105,0,18th Lok Sabha,16.62,Bharatiya Janata Party,safe,51.054421768707485,42.00680272108844,0.0,82.27848101265823,0.0
18th Lok Sabha,7,Lok Sabha,5,Assam,33,DIBRUGARH,3042297,Shri Sarbananda Sonowal (18LS),14.7,9.6043,3.2543,0.2843,1.49,0.0,88,36,3,18th Lok Sabha,21.85,Bharatiya Janata Party,safe,65.33537414965987,22.13809523809524,1.934013605442177,33.88378122299387,8.73613373075623
18th Lok Sabha,7,Lok Sabha,5,Assam,34,JORHAT,3042300,GAURAV GOGOI,14.7,9.7997,7.1597,0.4947,3.14,0.0,452,326,18,18th Lok Sabha,10.38,Indian National Congress,competitive,66.66462585034013,48.705442176870754,3.3653061224489798,73.0603998081574,6.909507381594201
18th Lok Sabha,7,Lok Sabha,5,Assam,35,Diphu (ST),3042298,AMARSING TISSO,14.7,9.7284,7.1484,0.2784,6.05,0.0,93,78,4,18th Lok Sabha,21.62,Bharatiya Janata Party,safe,66.1795918367347,48.628571428571426,1.893877551020408,73.47970889354877,3.8945778076212854
18th Lok Sabha,7,Lok Sabha,5,Assam,36,KARIMGANJ (SC),3018957,Kripanath Mallah,14.7,9.786,6.011,0.0,5.4,0.0,58,34,0,18th Lok Sabha,1.6,Bharatiya Janata Party,marginal,66.57142857142857,40.89115646258504,0.0,61.4244839566728,0.0
18th Lok Sabha,7,Lok Sabha,5,Assam,37,DHUBRI,3042296,RAKIBUL HUSSAIN,14.7,7.4746,5.7496,0.9796,4.15,0.0,148,115,22,18th Lok Sabha,41.26,Indian National Congress,safe,50.84761904761905,39.11292517006803,6.663945578231293,76.92184197147674,17.037706970919718
18th Lok Sabha,7,Lok Sabha,5,Assam,38,NOWGONG,3018958,Pradyut Bordoloi,9.8,9.7994,7.6096,0.0676,5.84,0.0,216,157,2,18th Lok Sabha,13.69,Indian National Congress,competitive,99.9938775510204,77.64897959183673,0.6897959183673469,77.65373390207564,0.8883515559293523
18th Lok Sabha,7,Lok Sabha,5,Assam,39,SILCHAR,3042304,PARIMAL SUKLABAIDYA,14.83,4.98,1.33,0.0,0.4425,0.0,84,22,0,18th Lok Sabha,24.26,Bharatiya Janata Party,safe,33.580579905596764,8.96830748482805,0.0,26.706827309236946,0.0
18th Lok Sabha,7,Lok Sabha,5,Assam,40,Kaziranga,3042301,KAMAKHYA PRASAD TASA,14.7,8.6819,5.5469,0.0,0.2522,0.0,87,57,0,18th Lok Sabha,15.27,Bharatiya Janata Party,safe,59.06054421768708,37.73401360544217,0.0,63.89039265598543,0.0
18th Lok Sabha,7,Lok Sabha,5,Assam,41,KOKRAJHAR (ST),3042302,JOYANTA BASUMATARY,14.7,9.394,7.214,1.971,5.08,0.0,84,65,19,18th Lok Sabha,4.15,"United People’s Party, Liberal",marginal,63.904761904761905,49.0748299319728,13.408163265306124,76.79369810517352,27.321874133629056
18th Lok Sabha,7,Lok Sabha,5,Assam,42,Sonitpur,3042305,RANJIT DUTTA,14.7,10.4023,9.0411,1.0723,5.36,0.0,125,108,12,18th Lok Sabha,28.05,Bharatiya Janata Party,safe,70.7639455782313,61.50408163265306,7.294557823129252,86.91443238514559,11.860282487750384
18th Lok Sabha,7,Lok Sabha,5,Assam,43,GUWAHATI,3042299,BIJULI KALITA MEDHI,14.7,9.8,7.89,0.665,6.44,0.0,118,84,5,18th Lok Sabha,15.7,Bharatiya Janata Party,safe,66.66666666666667,53.673469387755105,4.523809523809524,80.51020408163265,8.428390367553867
18th Lok Sabha,7,Lok Sabha,6,Bihar,44,ARARIA,3018355,Pradeep Kumar Singh,14.7,9.5995,9.5995,9.4498,9.45,0.0,40,40,39,18th Lok Sabha,1.6,Bharatiya Janata Party,marginal,65.30272108843538,65.30272108843538,64.2843537414966,100.0,98.44054377832178
18th Lok Sabha,7,Lok Sabha,6,Bihar,45,KATIHAR,3042313,TARIQ ANWAR,14.7,8.3785,8.1845,4.6925,5.85,0.0,86,84,48,18th Lok Sabha,4.26,Indian National Congress,marginal,56.99659863945578,55.67687074829932,31.921768707482993,97.684549740407,57.33398497159264
18th Lok Sabha,7,Lok Sabha,6,Bihar,46,MUZAFFARPUR,3042315,RAJ BHUSHAN CHOUDHARY,14.7,9.7403,9.6978,8.6773,9.47,0.0,88,86,77,18th Lok Sabha,21.12,Bharatiya Janata Party,safe,66.26054421768707,65.97142857142858,59.02925170068028,99.56366847017034,89.47699478232175
18th Lok Sabha,7,Lok Sabha,6,Bihar,47,VAISHALI,3017382,Smt Veena Devi,14.7,9.6763,9.537,9.3984,9.4,0.0,32,31,30,18th Lok Sabha,7.65,Lok Janshakti Party(Ram Vilas),competitive,65.82517006802722,64.87755102040816,63.93469387755103,98.56040015295103,98.54671280276816
18th Lok Sabha,7,Lok Sabha,6,Bihar,48,PATALIPUTRA,3042316,MISHA BHARTI,14.7,0.0,0.0,0.0,0.0,0.0,0,0,0,18th Lok Sabha,6.92,Rashtriya Janata Dal,competitive,0.0,0.0,0.0,,
18th Lok Sabha,7,Lok Sabha,6,Bihar,49,PATNA SAHIB,3018979,Ravi Shankar Prasad,14.7,5.7125,5.7125,5.0232,5.15,0.0,66,66,58,18th Lok Sabha,14.3,Bharatiya Janata Party,competitive,38.86054421768708,38.86054421768708,34.17142857142857,100.0,87.93347921225383
18th Lok Sabha,7,Lok Sabha,6,Bihar,50,KARAKAT,3042312,RAJA RAM SINGH,14.7,9.7655,9.0208,4.637,5.85,0.0,235,213,110,18th Lok Sabha,10.26,Communist Party of India  (Marxist-Leninist)  (Liberation),competitive,66.43197278911565,61.36598639455782,31.544217687074827,92.37417438943218,51.40342319971621
18th Lok Sabha,7,Lok Sabha,6,Bihar,51,SIWAN,3042321,VIJAYLAKSHMI DEVI,14.7,13.6413,9.1538,9.0544,9.14,0.0,142,96,95,18th Lok Sabha,9.3,Janata Dal  (United),competitive,92.79795918367347,62.27074829931973,61.59455782312925,67.10357517245424,98.91411217199413
18th Lok Sabha,7,Lok Sabha,6,Bihar,52,ARRAH,3042306,SUDAMA PRASAD,14.7,8.8471,6.8139,4.2233,4.83,0.0,117,94,63,18th Lok Sabha,5.45,Communist Party of India  (Marxist-Leninist)  (Liberation),competitive,60.184353741496594,46.3530612244898,28.729931972789117,77.01845802579376,61.980657186046166
18th Lok Sabha,7,Lok Sabha,6,Bihar,53,KISHANGANJ,3017384,Dr Mohammad Jawed,14.87,11.8386,11.3686,7.4985,8.39,0.0,183,176,116,18th Lok Sabha,5.19,Indian National Congress,competitive,79.61398789509079,76.45326160053801,50.42703429724278,96.02993597215888,65.95798955016448
18th Lok Sabha,7,Lok Sabha,6,Bihar,54,JAMUI(SC),3042311,ARUN BHARTI,19.49,12.4231,12.3131,10.9353,11.7,0.0,275,267,196,18th Lok Sabha,11.49,Lok Janshakti Party(Ram Vilas),competitive,63.74089276552078,63.17650076962545,56.10723447922012,99.11455272838502,88.81029147818177
18th Lok Sabha,7,Lok Sabha,6,Bihar,55,PURVI CHAMPARAN,3018969,Radha Mohan Singh,14.7,10.4012,8.1279,5.7019,6.01,0.0,103,81,57,18th Lok Sabha,8.22,Bharatiya Janata Party,competitive,70.75646258503401,55.29183673469389,38.788435374149664,78.14386801522902,70.15219183306881
18th Lok Sabha,7,Lok Sabha,6,Bihar,56,SHEOHAR,3044146,LOVELY ANAND,14.7,6.6021,4.1173,2.2473,2.25,0.0,73,39,21,18th Lok Sabha,2.76,Janata Dal  (United),marginal,44.91224489795919,28.00884353741497,15.287755102040819,62.363490404568246,54.5818861875501
18th Lok Sabha,7,Lok Sabha,6,Bihar,57,PURNEA,3042317,RAJESH RANJAN ALIAS PAPPU YADAV,14.7,9.3829,9.1541,4.7775,4.78,0.0,101,99,46,18th Lok Sabha,1.99,Independent,marginal,63.829251700680274,62.27278911564626,32.5,97.5615214912234,52.189729192383744
18th Lok Sabha,7,Lok Sabha,6,Bihar,58,SASARAM(SC),3042319,MANOJ KUMAR,14.7,11.8888,8.7653,6.5388,7.62,0.0,129,107,79,18th Lok Sabha,1.75,Indian National Congress,marginal,80.87619047619047,59.62789115646259,44.481632653061226,73.72737366260682,74.59870169874391
18th Lok Sabha,7,Lok Sabha,6,Bihar,59,HAJIPUR(SC),3042310,CHIRAG PASWAN,14.7,8.6975,7.5975,3.9875,3.99,0.0,90,79,42,18th Lok Sabha,14.72,Lok Janshakti Party(Ram Vilas),competitive,59.16666666666667,51.683673469387756,27.125850340136054,87.3526875538948,52.484369858506085
18th Lok Sabha,7,Lok Sabha,6,Bihar,60,BHAGALPUR,3018351,Ajay Kumar Mandal,14.7,8.2749,8.1254,3.5874,4.19,0.0,74,73,35,18th Lok Sabha,9.86,Janata Dal  (United),competitive,56.29183673469388,55.274829931972796,24.404081632653064,98.19333164147,44.150441824402485
18th Lok Sabha,7,Lok Sabha,6,Bihar,61,JAHANABAD,3043221,SURENDRA PRASAD YADAV,14.7,9.7847,7.9197,3.0282,4.16,0.0,284,241,118,18th Lok Sabha,15.41,Rashtriya Janata Dal,safe,66.56258503401361,53.875510204081635,20.6,80.93963023904666,38.236296829425356
18th Lok Sabha,7,Lok Sabha,6,Bihar,62,JHANJHARPUR,3018360,Ramprit Mandal,14.7,14.6597,9.3902,9.1202,9.27,0.0,170,92,87,18th Lok Sabha,16.84,Janata Dal  (United),safe,99.72585034013606,63.87891156462585,62.04217687074831,64.05451680457308,97.12466188153608
18th Lok Sabha,7,Lok Sabha,6,Bihar,63,MADHUBANI,3018353,Ashok Kumar Yadav,14.7,9.2634,4.7644,4.5169,4.71,0.0,171,82,77,18th Lok Sabha,14.78,Bharatiya Janata Party,competitive,63.01632653061225,32.4108843537415,30.727210884353738,51.43251937733445,94.80522206363864
18th Lok Sabha,7,Lok Sabha,6,Bihar,64,NALANDA,3018354,Kaushalendra Kumar,14.7,5.7714,4.9464,3.4334,3.58,0.0,130,107,65,18th Lok Sabha,14.78,Janata Dal  (United),competitive,39.26122448979592,33.648979591836735,23.356462585034013,85.70537477908306,69.41209768720685
18th Lok Sabha,7,Lok Sabha,6,Bihar,65,MADHEPURA,3018975,Dinesh Chandra Yadav,15.01,10.0788,9.4288,8.7211,9.0,0.0,122,114,105,18th Lok Sabha,14.43,Janata Dal  (United),competitive,67.14723517654896,62.8167888074617,58.10193204530313,93.55081954200898,92.49427286611233
18th Lok Sabha,7,Lok Sabha,6,Bihar,66,MUNGER,3018357,Rajiv Ranjan (Lalan) Singh,14.7,0.1,0.0,0.0,0.0,0.0,1,0,0,18th Lok Sabha,7.1,Janata Dal  (United),competitive,0.6802721088435374,0.0,0.0,0.0,
18th Lok Sabha,7,Lok Sabha,6,Bihar,67,UJJARPUR,3021513,Nityanand Rai,14.7,5.1938,3.0413,0.9022,0.9022,0.0,90,61,28,18th Lok Sabha,5.77,Bharatiya Janata Party,competitive,35.331972789115646,20.689115646258504,6.137414965986395,58.5563556548192,29.664945911287933
18th Lok Sabha,7,Lok Sabha,6,Bihar,68,SAMASTIPUR(SC),3042318,SHAMBHAVI,14.7,8.9718,4.4818,0.1196,0.5188,0.0,133,59,1,18th Lok Sabha,17.11,Lok Janshakti Party(Ram Vilas),safe,61.03265306122449,30.48843537414966,0.8136054421768707,49.954301255043575,2.668570663572672
18th Lok Sabha,7,Lok Sabha,6,Bihar,69,BANKA,3018966,Giridhari Yadav,14.7,10.1948,9.7748,9.0001,9.35,0.0,90,88,80,18th Lok Sabha,10.24,Janata Dal  (United),competitive,69.35238095238095,66.49523809523811,61.22517006802721,95.88025267783577,92.07451814870892
18th Lok Sabha,7,Lok Sabha,6,Bihar,70,AURANGABAD_BR,3042307,ABHAY KUMAR SINHA,14.7,11.7778,8.7737,5.4909,5.9,0.0,232,171,123,18th Lok Sabha,8.36,Rashtriya Janata Dal,competitive,80.12108843537415,59.685034013605446,37.3530612244898,74.49353869143644,62.58363062334021
18th Lok Sabha,7,Lok Sabha,6,Bihar,71,KHAGARIA,3042314,RAJESH VERMA,14.7,8.1855,8.1855,7.2872,7.32,0.0,76,76,67,18th Lok Sabha,15.17,Lok Janshakti Party(Ram Vilas),safe,55.683673469387756,55.683673469387756,49.572789115646266,100.0,89.02571620548532
18th Lok Sabha,7,Lok Sabha,6,Bihar,72,SITAMARHI,3042320,DEVESH CHANDRA THAKUR,14.7,7.4894,4.5396,2.6488,3.59,0.0,202,130,96,18th Lok Sabha,4.69,Janata Dal  (United),marginal,50.94829931972789,30.881632653061228,18.01904761904762,60.61366731647396,58.34875319411402
18th Lok Sabha,7,Lok Sabha,6,Bihar,73,SUPAUL,3018359,Dileshwar Kamait,15.05,11.0216,9.5949,6.0629,6.35,0.0,92,82,46,18th Lok Sabha,13.79,Janata Dal  (United),competitive,73.23322259136211,63.75348837209303,40.28504983388704,87.0554184510416,63.188777371311836
18th Lok Sabha,7,Lok Sabha,6,Bihar,74,DARBHANGA,3018961,Mr Gopal Jee Thakur,14.7,4.3418,3.3718,2.4937,2.87,0.0,88,68,52,18th Lok Sabha,17.39,Bharatiya Janata Party,safe,29.53605442176871,22.937414965986395,16.963945578231293,77.65903542309641,73.95753010261582
18th Lok Sabha,7,Lok Sabha,6,Bihar,75,SARAN,3018356,Rajiv Pratap Rudy,14.7,0.925,0.2775,0.0,0.0,0.0,10,3,0,18th Lok Sabha,1.34,Bharatiya Janata Party,marginal,6.292517006802721,1.8877551020408168,0.0,30.000000000000004,0.0
18th Lok Sabha,7,Lok Sabha,6,Bihar,76,MAHARAJGANJ_BR,3017381,Shri Janardan Singh Sigriwal,14.7,7.3796,6.4126,1.8656,2.33,0.0,65,56,15,18th Lok Sabha,10.12,Bharatiya Janata Party,competitive,50.20136054421769,43.62312925170068,12.691156462585035,86.89630874302131,29.0927237002152
18th Lok Sabha,7,Lok Sabha,6,Bihar,77,BEGUSARAI,3018967,Giriraj Singh,14.7,4.3287,4.3287,2.0504,3.14,0.0,33,33,16,18th Lok Sabha,6.29,Bharatiya Janata Party,competitive,29.44693877551021,29.44693877551021,13.948299319727889,100.0,47.36756994016678
18th Lok Sabha,7,Lok Sabha,6,Bihar,78,VALMIKI NAGAR,3018972,Sunil Kumar,14.7,9.7829,7.9874,5.3121,6.0,0.0,120,99,68,18th Lok Sabha,8.96,Janata Dal  (United),competitive,66.55034013605442,54.33605442176871,36.13673469387756,81.64654652505904,66.50599694518867
18th Lok Sabha,7,Lok Sabha,6,Bihar,79,PASCHIM CHAMPARAN,3018960,Sanjay Jaiswal,14.7,0.0,0.0,0.0,0.0,0.0,0,0,0,18th Lok Sabha,12.57,Bharatiya Janata Party,competitive,0.0,0.0,0.0,,
18th Lok Sabha,7,Lok Sabha,6,Bihar,80,BUXAR,3042308,SUDHAKAR SINGH,16.99,16.2942,11.5972,9.7185,10.56,0.0,179,120,98,18th Lok Sabha,2.8,Rashtriya Janata Dal,marginal,95.90464979399648,68.25897586815775,57.20129487934079,71.17379190141277,83.80040009657503
18th Lok Sabha,7,Lok Sabha,6,Bihar,81,NAWADA,3044145,VIVEK THAKUR,14.7,0.5907,0.3249,0.0,0.1878,0.0,5,3,0,18th Lok Sabha,7.78,Bharatiya Janata Party,competitive,4.018367346938776,2.210204081632653,0.0,55.002539360081265,0.0
18th Lok Sabha,7,Lok Sabha,6,Bihar,82,GAYA (SC),3042309,JITAN RAM MANJHI,14.7,9.6804,7.7764,3.0231,3.46,0.0,260,231,113,18th Lok Sabha,10.56,Hindustani Awam Morcha (Secular),competitive,65.8530612244898,52.90068027210884,20.56530612244898,80.33139126482376,38.875315055809885
18th Lok Sabha,7,Lok Sabha,6,Bihar,83,GOPALGANJ (SC),3018350,Alok Kumar Suman,14.7,7.8454,6.0685,1.8503,4.37,0.0,85,67,18,18th Lok Sabha,11.96,Janata Dal  (United),competitive,53.370068027210884,41.282312925170075,12.587074829931973,77.3510592194152,30.49023646700173
18th Lok Sabha,7,Lok Sabha,7,Chandigarh,84,CHANDIGARH,3042323,MANISH TEWARI,17.84,6.5948,4.6473,1.2172,1.81,0.0,94,62,27,18th Lok Sabha,0.56,Indian National Congress,marginal,36.96636771300449,26.049887892376685,6.822869955156951,70.46915751804453,26.191552084005764
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,85,RAIGARH(ST),3043391,RADHE SHYAM RATHIYA,14.7,9.7986,9.7486,4.7755,7.28,0.0,138,136,54,18th Lok Sabha,16.54,Bharatiya Janata Party,safe,66.65714285714286,66.3170068027211,32.48639455782313,99.48972302165615,48.98652114149724
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,86,DURG,3018986,Vijay Baghel,14.7,8.9302,7.1065,1.865,4.47,0.0,172,145,60,18th Lok Sabha,28.4,Bharatiya Janata Party,safe,60.74965986394558,48.343537414965986,12.687074829931973,79.57828492083044,26.243579821290368
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,87,KORBA,3018366,Jyotsna Charandas Mahant,15.52,10.5841,9.7491,3.2106,6.72,0.0,288,278,93,18th Lok Sabha,3.53,Indian National Congress,marginal,68.19652061855669,62.81636597938145,20.686855670103093,92.1108077210155,32.93227067113887
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,88,KANKER(ST),3042327,BHOJRAJ NAG,16.47,5.15,4.5001,1.4553,3.08,0.0,72,63,23,18th Lok Sabha,0.15,Bharatiya Janata Party,marginal,31.268973891924713,27.32301153612629,8.836065573770492,87.38058252427183,32.33928134930335
