tenure_label,tenure_id,house,state_id,state_name,constituency_id,constituency_name,mp_id,mp_name,allocated,recommended,sanctioned,completed,expenditure_cr,calamity_cr,n_recommended,n_sanctioned,n_completed,tenure,margin_pct,winner_party,competitiveness,rec_pct,sanc_pct,comp_pct,sanc_yield,comp_yield
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,89,JANJGIR CHAMPA(SC),3042326,KAMLESH JANGDE,15.04,11.4662,9.8312,7.6172,8.53,0.0,344,278,159,18th Lok Sabha,4.31,Bharatiya Janata Party,marginal,76.23803191489363,65.36702127659575,50.64627659574469,85.74069874936771,77.47986003743185
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,90,MAHASAMUND,3042328,ROOP KUMARI CHOUDHARY,15.3,10.1061,9.3861,3.5853,6.69,0.0,154,145,64,18th Lok Sabha,10.97,Bharatiya Janata Party,competitive,66.05294117647058,61.347058823529416,23.433333333333334,92.87558999020395,38.197973599258475
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,91,BILASPUR,3042325,TOKHAN SAHU,14.7,9.4445,9.1445,1.8468,4.34,0.0,127,124,30,18th Lok Sabha,12.09,Bharatiya Janata Party,competitive,64.24829931972789,62.20748299319728,12.56326530612245,96.82354809677591,20.19574607687681
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,92,BASTAR(ST),3042324,MAHESH KASHYAP,14.7,9.6474,9.4774,1.2626,5.4,0.0,172,168,31,18th Lok Sabha,5.48,Bharatiya Janata Party,competitive,65.62857142857142,64.47210884353741,8.589115646258502,98.2378671973796,13.322219174035073
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,93,RAIPUR,3043392,BRIJMOHAN AGRAWAL,15.38,9.8,9.475,2.0276,6.4,0.0,131,128,27,18th Lok Sabha,36.26,Bharatiya Janata Party,safe,63.71911573472042,61.60598179453836,13.183355006501952,96.68367346938774,21.399472295514514
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,94,RAJNANDGAON,3018365,Santosh Pandey,14.7,8.1006,7.5856,2.7813,4.58,0.0,172,160,52,18th Lok Sabha,3.07,Bharatiya Janata Party,marginal,55.10612244897959,51.60272108843538,18.920408163265307,93.64244623855024,36.665524151022986
18th Lok Sabha,7,Lok Sabha,8,Chhattisgarh,95,SARGUJA(ST),3043715,CHINTAMANI MAHARAJ,14.7,9.706,8.0647,1.2991,5.4,0.0,327,244,43,18th Lok Sabha,4.45,Bharatiya Janata Party,marginal,66.02721088435374,54.86190476190477,8.837414965986394,83.08984133525655,16.108472726821827
18th Lok Sabha,7,Lok Sabha,11,Delhi,98,NORTH WEST DELHI(SC),3045894,Yogendra Chandoliya,14.79,4.6147,3.9506,0.0929,0.3176,0.0,55,51,4,18th Lok Sabha,19.56,Bharatiya Janata Party,safe,31.20148749154835,26.71129141311697,0.6281271129141311,85.60903200641428,2.3515415379942284
18th Lok Sabha,7,Lok Sabha,11,Delhi,99,CHANDINI CHOWK,3045891,Praveen Khandelwal,14.75,5.1457,4.4806,0.3263,1.98,0.0,59,52,7,18th Lok Sabha,,,,34.88610169491525,30.376949152542373,2.212203389830508,87.07464484909731,7.282506807124045
18th Lok Sabha,7,Lok Sabha,11,Delhi,100,EAST DELHI,3045892,Harsh Malhotra,14.71,7.634,7.0254,0.4259,2.13,0.0,109,104,5,18th Lok Sabha,7.41,Bharatiya Janata Party,competitive,51.896668932698844,47.759347382732834,2.89530931339225,92.02777050039299,6.062288268283656
18th Lok Sabha,7,Lok Sabha,11,Delhi,101,NORTH EAST DELHI,3020007,Manoj Tiwari,22.58,5.5245,4.0211,0.2087,2.63,0.0,16,12,2,18th Lok Sabha,8.94,Bharatiya Janata Party,competitive,24.466341895482728,17.808237378210805,0.9242692648361382,72.78667752737803,5.190122105891423
18th Lok Sabha,7,Lok Sabha,11,Delhi,102,WEST DELHI,3045896,Kamaljeet Sehrawat,14.7,7.6287,4.5888,0.0,0.924,0.0,51,46,0,18th Lok Sabha,13.05,Bharatiya Janata Party,competitive,51.895918367346944,31.216326530612246,0.0,60.15179519446301,0.0
18th Lok Sabha,7,Lok Sabha,11,Delhi,103,NEW DELHI,3045893,Bansuri Swaraj,15.43,8.6824,4.7287,0.2454,1.92,0.0,110,71,4,18th Lok Sabha,9.25,Bharatiya Janata Party,competitive,56.2696046662346,30.646143875567077,1.5904082955281917,54.463051690776744,5.189586990081841
18th Lok Sabha,7,Lok Sabha,11,Delhi,104,SOUTH DELHI,3045895,Ramvir Singh Bidhuri,14.76,9.4245,9.4245,0.1522,1.87,0.0,100,100,2,18th Lok Sabha,9.59,Bharatiya Janata Party,competitive,63.85162601626017,63.85162601626017,1.0311653116531165,100.0,1.614939784603958
18th Lok Sabha,7,Lok Sabha,12,Goa,105,SOUTH GOA,3042329,CAPTAIN VIRIATO FERNANDES,14.7,9.6548,4.612,1.034,3.9,0.0,100,48,16,18th Lok Sabha,3.0,Indian National Congress,marginal,65.67891156462585,31.374149659863946,7.034013605442178,47.76898537515019,22.419774501300953
18th Lok Sabha,7,Lok Sabha,12,Goa,106,NORTH GOA,3018989,Shripad Yesso Naik,14.7,10.2061,1.6703,0.0,1.54,0.0,96,26,0,18th Lok Sabha,25.44,Bharatiya Janata Party,safe,69.42925170068027,11.362585034013605,0.0,16.365702863973507,0.0
18th Lok Sabha,7,Lok Sabha,27,Gujarat,107,BANASKANTHA,3043220,GENIBEN NAGAJI THAKOR,14.7,6.3527,4.4817,1.0347,1.96,0.0,137,103,27,18th Lok Sabha,2.21,Indian National Congress,marginal,43.215646258503405,30.48775510204082,7.038775510204082,70.54795598721805,23.087221366892027
18th Lok Sabha,7,Lok Sabha,27,Gujarat,108,VADODARA,3042336,DR. HEMANG JOSHI,14.7,9.6614,9.6614,3.7605,4.35,0.0,158,158,51,18th Lok Sabha,48.02,Bharatiya Janata Party,safe,65.72380952380954,65.72380952380954,25.581632653061227,100.0,38.92293042416213
18th Lok Sabha,7,Lok Sabha,27,Gujarat,109,PORBANDAR,3043487,DR. MANSUKH MANDAVIYA,14.7,8.8958,7.9208,1.6531,2.19,0.0,169,158,54,18th Lok Sabha,41.27,Bharatiya Janata Party,safe,60.5156462585034,53.88299319727891,11.245578231292518,89.03977157759842,20.87036662963337
18th Lok Sabha,7,Lok Sabha,27,Gujarat,110,MAHESANA,3042332,HARIBHAI PATEL,14.7,9.7988,7.8291,2.6606,3.32,0.0,497,386,142,18th Lok Sabha,30.46,Bharatiya Janata Party,safe,66.65850340136055,53.259183673469394,18.099319727891157,79.89855900722539,33.98347191886679
18th Lok Sabha,7,Lok Sabha,27,Gujarat,111,VALSAD(ST),3042337,DHAVAL LAXMANBHAI PATEL,14.7,8.3533,7.4954,2.8556,3.57,0.0,213,204,54,18th Lok Sabha,15.48,Bharatiya Janata Party,safe,56.82517006802722,50.989115646258504,19.425850340136055,89.72980738151388,38.09803346052245
18th Lok Sabha,7,Lok Sabha,27,Gujarat,112,AMRELI,3043225,BHARATBHAI MANUBHAI SUTARIYA,14.7,9.9628,9.3528,4.1342,5.09,0.0,275,262,126,18th Lok Sabha,36.63,Bharatiya Janata Party,safe,67.77414965986395,63.62448979591837,28.123809523809523,93.8772232705665,44.20280557693952
18th Lok Sabha,7,Lok Sabha,27,Gujarat,113,BARDOLI(ST),3018999,Prabhubhai Nagarbhai Vasava,14.7,9.4329,7.7801,1.9824,2.19,0.0,293,234,61,18th Lok Sabha,17.19,Bharatiya Janata Party,safe,64.16938775510204,52.92585034013606,13.485714285714286,82.47834706187916,25.48039228287554
18th Lok Sabha,7,Lok Sabha,27,Gujarat,114,SURAT,3042335,MUKESHKUMAR CHANDRAKAANT DALAL,14.7,7.805,3.2717,2.2023,2.44,0.0,171,142,88,18th Lok Sabha,,,,53.095238095238095,22.256462585034015,14.981632653061226,41.918001281229984,67.31362900021396
18th Lok Sabha,7,Lok Sabha,27,Gujarat,115,ANAND,3018996,Mitesh Rameshbhai Bakabhai Patel,14.7,9.462,8.5541,2.6758,3.28,0.0,443,409,134,18th Lok Sabha,7.7,Bharatiya Janata Party,competitive,64.36734693877551,58.191156462585035,18.20272108843538,90.40477700274784,31.28090623209923
18th Lok Sabha,7,Lok Sabha,27,Gujarat,116,DAHOD(ST),3018994,Jaswantsinh Sumanbhai Bhabhor,14.7,9.798,8.1655,0.7932,1.61,0.0,297,249,25,18th Lok Sabha,29.84,Bharatiya Janata Party,safe,66.65306122448979,55.547619047619044,5.3959183673469395,83.33843641559501,9.714040781336111
18th Lok Sabha,7,Lok Sabha,27,Gujarat,117,PATAN,3018991,Bharatsinhji Shankarji Dabhi,14.7,9.9999,7.0509,4.1469,5.58,0.0,273,196,115,18th Lok Sabha,2.67,Bharatiya Janata Party,marginal,68.0265306122449,47.965306122448986,28.21020408163265,70.50970509705097,58.81376845509083
18th Lok Sabha,7,Lok Sabha,27,Gujarat,118,SURENDRANAGAR,3043227,CHANDUBHAI CHHAGANBHAI SHIHORA,14.7,9.305,8.215,2.3938,4.5,0.0,209,194,65,18th Lok Sabha,23.12,Bharatiya Janata Party,safe,63.29931972789116,55.884353741496604,16.284353741496602,88.28586781300376,29.13937918441875
18th Lok Sabha,7,Lok Sabha,27,Gujarat,119,BHAVNAGAR,3043226,NIMUBEN JAYANTIBHAI BAMBHANIYA,14.7,5.9458,5.5368,1.7193,2.23,0.0,49,43,24,18th Lok Sabha,43.48,Bharatiya Janata Party,safe,40.44761904761905,37.66530612244899,11.69591836734694,93.12119479296311,31.052232336367577
18th Lok Sabha,7,Lok Sabha,27,Gujarat,120,JAMNAGAR,3019005,Smt Poonamben Hematbhai Maadam,14.7,6.0015,4.7015,0.6976,1.54,0.0,126,103,16,18th Lok Sabha,22.64,Bharatiya Janata Party,safe,40.8265306122449,31.982993197278915,4.745578231292518,78.3387486461718,14.837817717749655
18th Lok Sabha,7,Lok Sabha,27,Gujarat,121,NAVSARI,3018992,C R Patil,15.85,10.9414,10.8831,5.1647,5.36,0.0,369,368,237,18th Lok Sabha,57.8,Bharatiya Janata Party,safe,69.03091482649842,68.66309148264986,32.584858044164044,99.46716142358383,47.45614760500225
18th Lok Sabha,7,Lok Sabha,27,Gujarat,122,JUNAGADH,3017388,Rajeshbhai Naranbhai Chudasama,14.7,8.6373,8.1725,2.3239,4.63,0.0,258,247,70,18th Lok Sabha,12.68,Bharatiya Janata Party,competitive,58.75714285714286,55.595238095238095,15.808843537414967,94.61868871059244,28.435607219333132
18th Lok Sabha,7,Lok Sabha,27,Gujarat,123,KHEDA,3017181,Devusinh Jesingbhai Chauhan,14.7,9.6546,8.1994,3.3189,4.16,0.0,428,373,182,18th Lok Sabha,30.43,Bharatiya Janata Party,safe,65.67755102040817,55.77823129251701,22.577551020408166,84.92739212396164,40.47735200136596
18th Lok Sabha,7,Lok Sabha,27,Gujarat,124,AHMEDABAD EAST,3019002,Hasmukh Bhai Soma Bhai Patel,14.7,9.4768,5.3508,0.7572,1.53,0.0,161,78,16,18th Lok Sabha,40.92,Bharatiya Janata Party,safe,64.46802721088436,36.4,5.151020408163266,56.46209691034947,14.1511549674815
18th Lok Sabha,7,Lok Sabha,27,Gujarat,125,AHMEDABAD WEST(SC),3042330,DINESHBHAI MAKWANA,16.04,9.0061,6.9113,0.0,0.8,0.0,209,107,0,18th Lok Sabha,29.63,Bharatiya Janata Party,safe,56.147755610972574,43.08790523690773,0.0,76.74020941361965,0.0
18th Lok Sabha,7,Lok Sabha,27,Gujarat,126,GANDHINAGAR,3017389,Shri Amit Shah,14.7,5.3223,2.9353,0.3753,0.4147,0.0,118,43,20,18th Lok Sabha,56.34,Bharatiya Janata Party,safe,36.20612244897959,19.968027210884355,2.553061224489796,55.150968566221366,12.785745920348859
18th Lok Sabha,7,Lok Sabha,27,Gujarat,127,KACHCHH(SC),3019001,Vinod Chavda,14.7,9.5541,8.8291,1.8756,4.08,0.0,238,219,46,18th Lok Sabha,24.54,Bharatiya Janata Party,safe,64.9938775510204,60.06190476190477,12.759183673469389,92.41163479553282,21.24338834082749
18th Lok Sabha,7,Lok Sabha,27,Gujarat,128,RAJKOT,3042334,PARSHOTTAMBHAI RUPALA,14.7,9.466,7.1325,2.7067,3.02,0.0,211,174,59,18th Lok Sabha,38.02,Bharatiya Janata Party,safe,64.39455782312925,48.52040816326531,18.41292517006803,75.34861609972533,37.948825797406236
18th Lok Sabha,7,Lok Sabha,27,Gujarat,129,SABARKANTHA,3043222,SHOBHANABEN MAHENDRASINH BARAIYA,14.7,9.6456,8.5152,1.9262,4.35,0.0,269,240,52,18th Lok Sabha,12.26,Bharatiya Janata Party,competitive,65.61632653061224,57.926530612244896,13.103401360544218,88.2806668325454,22.620725291243893
18th Lok Sabha,7,Lok Sabha,27,Gujarat,130,CHHOTA UDAIPUR(ST),3042331,JASHUBHAI BHILUBHAI RATHVA,14.7,10.6622,10.1052,2.4787,2.74,0.0,347,338,73,18th Lok Sabha,31.46,Bharatiya Janata Party,safe,72.53197278911566,68.74285714285715,16.861904761904764,94.77593742379621,24.528955389304517
18th Lok Sabha,7,Lok Sabha,27,Gujarat,131,PANCHMAHAL,3042333,RAJPALSINH MAHENDRASINH JADAV,14.7,9.6232,6.4662,0.8132,1.77,0.0,459,312,33,18th Lok Sabha,45.01,Bharatiya Janata Party,safe,65.4639455782313,43.98775510204082,5.531972789115647,67.19386482666889,12.576165290278682
18th Lok Sabha,7,Lok Sabha,27,Gujarat,132,BHARUCH,3018995,Mansukhbhai Dhanjibhai Vasava,14.7,9.7606,9.1856,5.1524,5.75,0.0,365,356,171,18th Lok Sabha,7.15,Bharatiya Janata Party,competitive,66.39863945578232,62.48707482993198,35.05034013605442,94.1089687109399,56.09214422574464
18th Lok Sabha,7,Lok Sabha,14,Haryana,133,SONEPAT,3042345,SATPAL BRAHAMCHARI,14.7,9.6421,6.2266,0.539,2.08,0.0,146,100,6,18th Lok Sabha,1.94,Indian National Congress,marginal,65.59251700680272,42.357823129251706,3.6666666666666674,64.57721865568705,8.656409597533164
18th Lok Sabha,7,Lok Sabha,14,Haryana,134,KURUKSHETRA,3042342,NAVEEN JINDAL,14.7,7.9807,7.7507,2.6948,5.29,0.0,197,192,92,18th Lok Sabha,2.41,Bharatiya Janata Party,marginal,54.29047619047619,52.72585034013606,18.331972789115646,97.11804728908493,34.76847252506224
18th Lok Sabha,7,Lok Sabha,14,Haryana,135,HISAR,3042340,JAI PARKASH,14.7,11.9254,9.0609,1.2116,4.97,0.0,386,249,59,18th Lok Sabha,5.4,Indian National Congress,competitive,81.12517006802722,61.638775510204084,8.242176870748299,75.97984134704078,13.3717401141167
18th Lok Sabha,7,Lok Sabha,14,Haryana,136,KARNAL,3042341,MANOHAR LAL,14.7,3.0524,2.9024,0.0,0.3566,0.0,19,18,0,18th Lok Sabha,17.28,Bharatiya Janata Party,safe,20.76462585034014,19.74421768707483,0.0,95.08583409775915,0.0
18th Lok Sabha,7,Lok Sabha,14,Haryana,137,SIRSA(SC),3042344,SELJA,14.7,8.5225,6.3434,0.8696,1.54,0.0,259,200,45,18th Lok Sabha,19.82,Indian National Congress,safe,57.97619047619049,43.15238095238096,5.915646258503402,74.4312114989733,13.708736639656967
18th Lok Sabha,7,Lok Sabha,14,Haryana,138,GURGAON,3018368,Rao Inderjit Singh,14.7,4.7927,4.6827,0.7933,2.03,0.0,46,45,6,18th Lok Sabha,4.69,Bharatiya Janata Party,marginal,32.60340136054422,31.855102040816327,5.3965986394557826,97.70484278173055,16.94108100027762
18th Lok Sabha,7,Lok Sabha,14,Haryana,139,AMBALA (SC),3042338,VARUN CHAUDHRY,14.7,9.1089,7.7264,0.04,1.9,0.0,118,99,2,18th Lok Sabha,3.64,Indian National Congress,marginal,61.96530612244898,52.560544217687074,0.272108843537415,84.8225362008585,0.5177055290950507
18th Lok Sabha,7,Lok Sabha,14,Haryana,140,FARIDABAD,3019007,Krishan Pal Gurjar,14.7,5.974,3.3129,0.08,1.31,0.0,72,40,1,18th Lok Sabha,11.75,Bharatiya Janata Party,competitive,40.63945578231293,22.536734693877552,0.54421768707483,55.45530632741882,2.414802740801111
18th Lok Sabha,7,Lok Sabha,14,Haryana,141,BHIWANI MAHENDRAGARH,3017394,Shri  Dharambir Singh,14.7,8.5371,6.8799,3.8537,5.34,0.0,190,156,97,18th Lok Sabha,3.51,Bharatiya Janata Party,marginal,58.07551020408164,46.80204081632653,26.2156462585034,80.58825596514038,56.013895550807426
18th Lok Sabha,7,Lok Sabha,14,Haryana,142,ROHTAK,3042343,DEEPENDER SINGH HOODA,14.7,9.6095,8.4945,1.7859,4.88,0.0,142,127,32,18th Lok Sabha,27.66,Indian National Congress,safe,65.37074829931973,57.78571428571429,12.148979591836735,88.3968989021281,21.024192124315732
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,143,HAMIRPUR_HP,3018369,Anurag Singh Thakur,14.96,3.1555,3.0255,0.2838,1.53,0.0,199,189,21,18th Lok Sabha,17.41,Bharatiya Janata Party,safe,21.092914438502675,20.22393048128342,1.8970588235294117,95.88020915861195,9.380267724343083
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,144,KANGRA,3042347,RAJEEV BHARDWAJ,17.94,12.8671,11.2068,2.2375,7.43,0.0,518,463,113,18th Lok Sabha,24.29,Bharatiya Janata Party,safe,71.72296544035675,62.46822742474915,12.472129319955405,87.09654856183599,19.96555662633401
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,145,SHIMLA (SC),3019014,Suresh Kumar Kashyap,15.36,10.3305,10.2768,1.0435,8.68,0.0,505,502,42,18th Lok Sabha,9.43,Bharatiya Janata Party,competitive,67.25585937500001,66.90625,6.793619791666668,99.48018004936837,10.153938969328975
18th Lok Sabha,7,Lok Sabha,15,Himachal Pradesh,146,MANDI,3043229,Kangana Ranaut,14.7,9.2201,8.3701,0.1338,3.6,0.0,315,286,10,18th Lok Sabha,7.36,Bharatiya Janata Party,competitive,62.721768707482994,56.93945578231293,0.9102040816326532,90.78101105194088,1.598547209710756
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,147,ANANTNAG,3042348,MIAN ALTAF AHMAD,14.7,9.0591,8.2421,0.1831,1.89,0.0,59,52,5,18th Lok Sabha,27.46,Jammu & Kashmir National Conference,safe,61.626530612244906,56.068707482993204,1.2455782312925172,90.98144407281076,2.221521214253649
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,148,UDHAMPUR,3019016,Jitendra Singh,14.7,10.0053,7.2703,3.2174,4.12,0.0,333,265,174,18th Lok Sabha,11.17,Bharatiya Janata Party,competitive,68.06326530612245,49.4578231292517,21.887074829931976,72.66448782145463,44.25401977910128
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,149,BARAMULLAH,3044682,ABDUL RASHID SHEIKH,14.7,5.5383,4.4405,0.4756,2.03,0.0,124,91,12,18th Lok Sabha,19.74,Independent,safe,37.67551020408163,30.20748299319728,3.2353741496598643,80.1780329704061,10.710505573696656
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,150,JAMMU,3017396,Shri Jugal Kishore Sharma,14.7,10.1543,8.452,0.7162,1.96,0.0,193,164,25,18th Lok Sabha,10.41,Bharatiya Janata Party,competitive,69.07687074829931,57.49659863945579,4.872108843537415,83.23567355701526,8.473734027449124
18th Lok Sabha,7,Lok Sabha,16,Jammu And Kashmir,151,SRINAGAR,3042349,AGA SYED RUHULLAH MEHDI,14.7,7.2326,5.3555,0.5331,1.58,0.0,163,127,19,18th Lok Sabha,27.9,Jammu & Kashmir National Conference,safe,49.201360544217685,36.431972789115655,3.626530612244898,74.04667754334542,9.954252637475493
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,152,HAZARIBAGH,3042352,MANISH JAISWAL,14.7,9.7088,1.55,0.0,0.0,0.0,195,31,0,18th Lok Sabha,21.88,Bharatiya Janata Party,safe,66.04625850340136,10.54421768707483,0.0,15.964897824653923,0.0
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,153,GODDA,3019020,Nishikant Dubey,14.7,0.4286,0.1786,0.0,0.1786,0.0,2,1,0,18th Lok Sabha,7.28,Bharatiya Janata Party,competitive,2.9156462585034015,1.2149659863945579,0.0,41.67055529631358,0.0
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,154,DHANBAD,3042351,DULU MAHATO,14.7,8.8308,6.1334,2.0745,4.06,0.0,240,167,55,18th Lok Sabha,23.22,Bharatiya Janata Party,safe,60.07346938775511,41.72380952380953,14.112244897959183,69.4546360465643,33.82300192389213
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,155,GIRIDIH,3017399,Shri Chandra Prakash Choudhary,14.7,9.7952,8.392,0.8044,4.71,0.0,632,594,29,18th Lok Sabha,6.39,AJSU Party,competitive,66.63401360544218,57.08843537414966,5.4721088435374154,85.67461613851683,9.585319351763586
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,156,SINGHBHUM(ST),3042356,JOBA MAJHI,14.7,7.8211,6.003,0.0,4.64,0.0,118,88,0,18th Lok Sabha,16.71,Jharkhand Mukti Morcha,safe,53.20476190476191,40.83673469387755,0.0,76.75390929664624,0.0
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,157,LOHARDAGA(ST),3042354,SUKHDEO BHAGAT,17.18,15.9265,14.3287,3.1199,13.1,0.0,285,269,50,18th Lok Sabha,14.39,Indian National Congress,competitive,92.70372526193249,83.4033760186263,18.160069848661234,89.96766395629923,21.773782687892133
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,158,RANCHI,3018372,Sanjay Seth,14.71,9.7793,9.7793,2.9565,8.22,0.0,150,150,49,18th Lok Sabha,8.32,Bharatiya Janata Party,competitive,66.48062542488103,66.48062542488103,20.098572399728077,100.0,30.232225210393388
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,159,DUMKA(ST),3043223,NALIN SOREN,14.74,12.1125,9.5325,1.11,7.47,0.0,377,286,36,18th Lok Sabha,1.9,Jharkhand Mukti Morcha,marginal,82.17435549525102,64.67096336499323,7.530529172320218,78.69969040247679,11.644374508261212
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,160,CHATRA,3042350,KALI CHARAN SINGH,14.7,9.7999,9.1549,0.0299,3.01,0.0,476,450,1,18th Lok Sabha,20.34,Bharatiya Janata Party,safe,66.66598639455782,62.27823129251701,0.20340136054421767,93.4183001867366,0.32660105517263976
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,161,JAMSHEDPUR,3019022,Bidyut Baran Mahato,14.7,9.7972,9.7972,0.0,7.35,0.0,173,173,0,18th Lok Sabha,20.33,Bharatiya Janata Party,safe,66.64761904761906,66.64761904761906,0.0,100.0,0.0
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,162,PALAMU(SC),3018374,Vishnu Dayal Ram,15.82,10.6956,8.0681,1.7107,6.45,0.0,253,182,38,18th Lok Sabha,20.77,Bharatiya Janata Party,safe,67.60809102402024,50.99936788874842,10.813527180783819,75.43382325442236,21.203257272468118
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,163,RAJMAHAL(ST),3019023,Vijay Kumar Hansdak,14.72,8.977,5.2782,0.0,2.02,0.0,458,293,0,18th Lok Sabha,14.63,Jharkhand Mukti Morcha,competitive,60.985054347826086,35.85733695652174,0.0,58.796925476217005,0.0
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,164,KHUNTI(ST),3042353,KALI CHARAN MUNDA,14.7,9.7981,8.7981,0.825,7.63,0.0,265,165,13,18th Lok Sabha,15.98,Indian National Congress,safe,66.65374149659864,59.851020408163265,5.612244897959184,89.79393964135903,9.377024584853547
18th Lok Sabha,7,Lok Sabha,17,Jharkhand,165,KODARMA,3018370,Annpurna Devi,16.67,10.1232,6.7735,2.0486,3.39,0.0,335,225,71,18th Lok Sabha,27.52,Bharatiya Janata Party,safe,60.72705458908218,40.63287342531493,12.289142171565684,66.91066066066065,30.244334539012325
18th Lok Sabha,7,Lok Sabha,18,Karnataka,166,BANGALORE RURAL,3042357,DR C N MANJUNATH,14.7,9.6654,6.3342,1.7638,5.15,0.05,200,128,36,18th Lok Sabha,14.05,Bharatiya Janata Party,competitive,65.75102040816327,43.089795918367344,11.998639455782314,65.5347942144143,27.845663225032364
18th Lok Sabha,7,Lok Sabha,18,Karnataka,167,BELLARY(ST),3042359,E. TUKARAM,14.7,9.8,2.06,0.0,0.9473,0.0,91,20,0,18th Lok Sabha,7.12,Indian National Congress,competitive,66.66666666666667,14.013605442176871,0.0,21.020408163265305,0.0
18th Lok Sabha,7,Lok Sabha,18,Karnataka,168,RAICHUR(ST),3042373,G. KUMAR NAIK,14.7,8.0496,3.6996,0.5496,2.19,0.0,107,50,7,18th Lok Sabha,6.14,Indian National Congress,competitive,54.759183673469394,25.167346938775513,3.738775510204082,45.96004770423376,14.855660071359065
18th Lok Sabha,7,Lok Sabha,18,Karnataka,169,BAGALKOT,3019034,Parvatagouda Chandanagouda Gaddigoudar,14.7,9.729,8.529,1.099,4.82,0.0,183,162,22,18th Lok Sabha,5.19,Bharatiya Janata Party,competitive,66.18367346938776,58.02040816326531,7.476190476190476,87.66574159728647,12.885449642396528
18th Lok Sabha,7,Lok Sabha,18,Karnataka,170,KOPPAL,3042370,K. RAJASHEKAR BASAVARAJ HITNAL,14.7,9.751,7.196,1.909,5.9,0.0,180,121,41,18th Lok Sabha,3.49,Indian National Congress,marginal,66.33333333333333,48.952380952380956,12.98639455782313,73.79755922469491,26.52862701500834
18th Lok Sabha,7,Lok Sabha,18,Karnataka,171,CHIKBALLAPUR,3042362,DR.K.SUDHAKAR,14.7,10.4676,5.1596,0.2996,2.43,0.0,160,83,10,18th Lok Sabha,,,,71.20816326530613,35.099319727891164,2.038095238095238,49.291146012457496,5.806651678424683
18th Lok Sabha,7,Lok Sabha,18,Karnataka,172,GULBARGA(SC),3042366,RADHAKRISHNA,14.7,9.8,1.61,0.0,0.0,0.0,29,3,0,18th Lok Sabha,2.08,Indian National Congress,marginal,66.66666666666667,10.952380952380953,0.0,16.428571428571427,0.0
18th Lok Sabha,7,Lok Sabha,18,Karnataka,173,DAKSHINA KANNADA,3042364,CAPTAIN BRIJESH CHOWTA,14.7,9.4617,6.4167,2.9637,3.64,0.0,205,140,63,18th Lok Sabha,10.54,Bharatiya Janata Party,competitive,64.36530612244898,43.65102040816326,20.16122448979592,67.81762262595515,46.18729253354528
18th Lok Sabha,7,Lok Sabha,18,Karnataka,174,SHIMOGA,3017402,Shri B Y Raghavendra,14.7,9.7661,7.6146,1.7471,6.13,0.0,248,191,40,18th Lok Sabha,17.7,Bharatiya Janata Party,safe,66.43605442176872,51.800000000000004,11.885034013605443,77.96971155323006,22.944081107346413
18th Lok Sabha,7,Lok Sabha,18,Karnataka,175,BELGAUM,3042358,JAGADISH SHETTAR,14.7,8.95,0.45,0.0,0.3377,0.0,165,8,0,18th Lok Sabha,12.89,Bharatiya Janata Party,competitive,60.8843537414966,3.0612244897959187,0.0,5.027932960893855,0.0
18th Lok Sabha,7,Lok Sabha,18,Karnataka,176,CHIKKODI,3043717,PRIYANKA SATISH JARKIHOLI,14.7,8.6061,1.4311,0.6861,1.34,0.0,148,19,8,18th Lok Sabha,6.52,Indian National Congress,competitive,58.54489795918368,9.735374149659865,4.66734693877551,16.6289027550226,47.94214240793795
18th Lok Sabha,7,Lok Sabha,18,Karnataka,177,MYSORE,3042372,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,14.7,9.765,5.965,0.9,4.59,0.0,162,97,14,18th Lok Sabha,9.38,Bharatiya Janata Party,competitive,66.42857142857143,40.57823129251701,6.122448979591837,61.08550947260624,15.088013411567477
